index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | Abfss.java,"[0, 0, 1, 0, 0, 0, 0]"
7316,NamenodeFsck.java,      // count corrupt blocks,0,      // count corrupt blocks | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7319,NamenodeFsck.java,      // count expected replicas,0,      // count expected replicas | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7321,NamenodeFsck.java,      // count decommissionedReplicas / decommissioningReplicas,0,      // count decommissionedReplicas / decommissioningReplicas | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7325,NamenodeFsck.java,// the file is deleted,0,// the file is deleted | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7326,NamenodeFsck.java,"// DFSck client scans for the string HEALTHY/CORRUPT to check the status
        // of file system and return appropriate code. Changing the output
        // string might break testcases. Also note this must be the last line
        // of the report.",0,"// DFSck client scans for the string HEALTHY/CORRUPT to check the status
        // of file system and return appropriate code. Changing the output
        // string might break testcases. Also note this must be the last line
        // of the report. | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7327,NamenodeFsck.java,"
        // If there were internal errors during the fsck operation, we want to
        // return FAILURE_STATUS, even if those errors were not immediately
        // fatal.  Otherwise many unit tests will pass even when there are bugs.",0,"
        // If there were internal errors during the fsck operation, we want to
        // return FAILURE_STATUS, even if those errors were not immediately
        // fatal.  Otherwise many unit tests will pass even when there are bugs. | NamenodeFsck.java","[0, 0, 0, 0, 0, 0, 1]"
7328,NamenodeFsck.java,"   * Check files on DFS, starting from the indicated path.",0,"   * Check files on DFS, starting from the indicated path. | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7329,NamenodeFsck.java,      //report block replicas status on datanodes,0,      //report block replicas status on datanodes | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7330,NamenodeFsck.java,      //record datanodes that have corrupted block replica,0,      //record datanodes that have corrupted block replica | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7331,NamenodeFsck.java,      //find which file this block belongs to,0,      //find which file this block belongs to | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7333,NamenodeFsck.java,   * Check block information given a blockId number,0,   * Check block information given a blockId number | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7334,NamenodeFsck.java,   * @param conf configuration (namenode config),0,   * @param conf configuration (namenode config) | NamenodeFsck.java,"[0, 0, 0, 1, 0, 0, 0]"
7335,NamenodeFsck.java,   * @param namenode namenode that this fsck is going to use,0,   * @param namenode namenode that this fsck is going to use | NamenodeFsck.java,"[0, 0, 0, 1, 0, 0, 0]"
7336,NamenodeFsck.java,   * @param pmap key=value[] map passed to the http servlet as url parameters,0,   * @param pmap key=value[] map passed to the http servlet as url parameters | NamenodeFsck.java,"[0, 0, 0, 1, 0, 0, 0]"
7337,NamenodeFsck.java,   * @param out output stream to write the fsck output,0,   * @param out output stream to write the fsck output | NamenodeFsck.java,"[0, 0, 0, 1, 0, 0, 0]"
7338,NamenodeFsck.java,   * @param totalDatanodes number of live datanodes,0,   * @param totalDatanodes number of live datanodes | NamenodeFsck.java,"[0, 0, 0, 1, 0, 0, 0]"
7340,NamenodeFsck.java,   * Filesystem checker.,0,   * Filesystem checker. | NamenodeFsck.java,"[1, 0, 0, 0, 0, 0, 0]"
7341,NamenodeFsck.java,"We return back N files that are corrupt; the list of files returned is
  // ordered by block id; to allow continuation support, pass in the last block
  // # from previous call",0,"We return back N files that are corrupt; the list of files returned is
  // ordered by block id; to allow continuation support, pass in the last block
  // # from previous call | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7342,NamenodeFsck.java,"True if the user specified the -delete option.
   *
   * Whe this option is in effect, we will delete corrupted files.",0,"True if the user specified the -delete option.
   *
   * Whe this option is in effect, we will delete corrupted files. | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7344,NamenodeFsck.java," True if we encountered an internal error during FSCK, such as not being
   * able to delete a corrupt file.",0," True if we encountered an internal error during FSCK, such as not being
   * able to delete a corrupt file. | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7346,NamenodeFsck.java," This class provides rudimentary checking of DFS volumes for errors and
 * sub-optimal conditions.",0," This class provides rudimentary checking of DFS volumes for errors and
 * sub-optimal conditions. | NamenodeFsck.java","[1, 0, 0, 0, 0, 0, 0]"
7347,NamenodeFsck.java,"<p>The tool scans all files and directories, starting from an indicated
 *  root path. The following abnormal conditions are detected and handled:</p>
 * <ul>
 * <li>files with blocks that are completely missing from all datanodes.<br/>
 * In this case the tool can perform one of the following actions:
 *  <ul>
 *      <li>none ({@link #FIXING_NONE})</li>
 *      <li>move corrupted files to /lost+found directory on DFS
 *      ({@link #FIXING_MOVE}). Remaining data blocks are saved as a
 *      block chains, representing longest consecutive series of valid blocks.</li>
 *      <li>delete corrupted files ({@link #FIXING_DELETE})</li>
 *  </ul>
 *  </li>
 *  <li>detect files with under-replicated or over-replicated blocks</li>
 *  </ul>
 *  Additionally, the tool collects a detailed overall DFS statistics, and
 *  optionally can print detailed statistics on block locations and replication
 *  factors of each file.",0,"<p>The tool scans all files and directories, starting from an indicated
 *  root path. The following abnormal conditions are detected and handled:</p>
 * <ul>
 * <li>files with blocks that are completely missing from all datanodes.<br/>
 * In this case the tool can perform one of the following actions:
 *  <ul>
 *      <li>none ({@link #FIXING_NONE})</li>
 *      <li>move corrupted files to /lost+found directory on DFS
 *      ({@link #FIXING_MOVE}). Remaining data blocks are saved as a
 *      block chains, representing longest consecutive series of valid blocks.</li>
 *      <li>delete corrupted files ({@link #FIXING_DELETE})</li>
 *  </ul>
 *  </li>
 *  <li>detect files with under-replicated or over-replicated blocks</li>
 *  </ul>
 *  Additionally, the tool collects a detailed overall DFS statistics, and
 *  optionally can print detailed statistics on block locations and replication
 *  factors of each file. | NamenodeFsck.java","[0, 0, 1, 0, 0, 0, 0]"
7348,Parameter.java,@author jmourits@google.com (Jerome Mourits),0,@author jmourits@google.com (Jerome Mourits) | Parameter.java,"[0, 1, 0, 0, 0, 0, 0]"
7350,Parameter.java, * Models a method or constructor parameter.,0, * Models a method or constructor parameter. | Parameter.java,"[1, 0, 0, 0, 0, 0, 0]"
7353,Parameter.java,"Returns the unique binding annotation from the specified list, or
   * {@code null} if there are none.",0,"Returns the unique binding annotation from the specified list, or
   * {@code null} if there are none. | Parameter.java","[1, 0, 0, 0, 0, 0, 0]"
7354,Parameter.java,"Replace annotation instances with annotation types, this is only
   * appropriate for testing if a key is bound and not for injecting.",0,"Replace annotation instances with annotation types, this is only
   * appropriate for testing if a key is bound and not for injecting. | Parameter.java","[1, 0, 0, 0, 0, 0, 0]"
7355,Parameter.java,"// This method is particularly lame - we really need an API that can test
    // for any binding, implicit or explicit",0,"// This method is particularly lame - we really need an API that can test
    // for any binding, implicit or explicit | Parameter.java","[1, 0, 0, 0, 0, 0, 0]"
7357,ICPPFunctionInstance.java,"Contributors:
 *     Nathan Ridge - Initial API and implementation",0,"Contributors:
 *     Nathan Ridge - Initial API and implementation | ICPPFunctionInstance.java","[0, 1, 0, 0, 0, 0, 0]"
7358,ICPPFunctionInstance.java, * This interface represents an instantiation or an explicit specialization of a function template.,0, * This interface represents an instantiation or an explicit specialization of a function template. | ICPPFunctionInstance.java,"[1, 0, 0, 0, 0, 0, 0]"
7360,ICPPFunctionInstance.java, * @noextend This interface is not intended to be extended by clients.,0, * @noextend This interface is not intended to be extended by clients. | ICPPFunctionInstance.java,"[0, 0, 0, 1, 0, 0, 0]"
7361,ICPPFunctionInstance.java, * @since 5.8,0, * @since 5.8 | ICPPFunctionInstance.java,"[0, 0, 0, 1, 0, 0, 0]"
7363,AnnotationHover.java,"AnnotationHover
 * This annotation hover shows the description of the
 * selected annotation.",0,"AnnotationHover
 * This annotation hover shows the description of the
 * selected annotation. | AnnotationHover.java","[1, 0, 0, 0, 0, 0, 0]"
7364,ApplicationWorkbenchWindowAdvisor.java,"Contributors:
 *    Red Hat Inc. - initial API and implementation
 *    Marc Khouzam (Ericsson) - Update for remote debugging support (bug 450080)",0,"Contributors:
 *    Red Hat Inc. - initial API and implementation
 *    Marc Khouzam (Ericsson) - Update for remote debugging support (bug 450080) | ApplicationWorkbenchWindowAdvisor.java","[0, 1, 0, 0, 0, 0, 0]"
7365,ApplicationWorkbenchWindowAdvisor.java,		// save the workspace,0,		// save the workspace | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7367,ApplicationWorkbenchWindowAdvisor.java,// rethrow exception,0,// rethrow exception | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7368,ApplicationWorkbenchWindowAdvisor.java,"// If no last configuration or user has changed
					// the executable, we need to create a new configuration
					// and remove artifacts from the old one.",0,"// If no last configuration or user has changed
					// the executable, we need to create a new configuration
					// and remove artifacts from the old one. | ApplicationWorkbenchWindowAdvisor.java","[0, 0, 0, 0, 0, 0, 1]"
7371,ApplicationWorkbenchWindowAdvisor.java,"// Bring up New Executable dialog with values from
					// the last launch.",0,"// Bring up New Executable dialog with values from
					// the last launch. | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7372,ApplicationWorkbenchWindowAdvisor.java,"// No executable specified, look for last launch
					// and offer that to the end-user.",0,"// No executable specified, look for last launch
					// and offer that to the end-user. | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7373,ApplicationWorkbenchWindowAdvisor.java,							// throw internal exception which will be caught below,0,							// throw internal exception which will be caught below | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7374,ApplicationWorkbenchWindowAdvisor.java,"// Check and see if we failed above and if so, quit",0,"// Check and see if we failed above and if so, quit | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7375,ApplicationWorkbenchWindowAdvisor.java,							// throw internal exception which will be caught below,0,							// throw internal exception which will be caught below | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7377,ApplicationWorkbenchWindowAdvisor.java,"					// Verify what we can about the port, address and executable.",0,"					// Verify what we can about the port, address and executable. | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7379,ApplicationWorkbenchWindowAdvisor.java,"						// Check and see if we failed above and if so, quit",0,"						// Check and see if we failed above and if so, quit | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7380,ApplicationWorkbenchWindowAdvisor.java,				// Verify any core file or executable path is valid.,0,				// Verify any core file or executable path is valid. | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7381,ApplicationWorkbenchWindowAdvisor.java,						// Remaining values are arguments to the executable,0,						// Remaining values are arguments to the executable | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7382,ApplicationWorkbenchWindowAdvisor.java,"/ Make sure 'executable' is still null in case we are dealing with a remote
						// session that is also an attach, as the -r flag could have been set first",0,"/ Make sure 'executable' is still null in case we are dealing with a remote
						// session that is also an attach, as the -r flag could have been set first | ApplicationWorkbenchWindowAdvisor.java","[1, 0, 0, 0, 0, 0, 0]"
7384,ApplicationWorkbenchWindowAdvisor.java,// ignore the application specifier,0,// ignore the application specifier | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7385,ApplicationWorkbenchWindowAdvisor.java,// ignore the product specifier,0,// ignore the product specifier | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7386,ApplicationWorkbenchWindowAdvisor.java,			// do nothing,0,			// do nothing | ApplicationWorkbenchWindowAdvisor.java,"[1, 0, 0, 0, 0, 0, 0]"
7388,QPropertyExpansion.java,"A utility class for accessing parts of the Q_PROPERTY expansion that have already
 * been entered as well as the offset of various parts of the declaration.  This is
 * used for things like proposing only parameters that are not already used, offering
 * appropriate suggestions for a specific parameter, etc.",0,"A utility class for accessing parts of the Q_PROPERTY expansion that have already
 * been entered as well as the offset of various parts of the declaration.  This is
 * used for things like proposing only parameters that are not already used, offering
 * appropriate suggestions for a specific parameter, etc. | QPropertyExpansion.java","[1, 0, 0, 0, 0, 0, 0]"
7390,QPropertyExpansion.java,"The offset of the first character in the attributes section.  This is usually the
	 *  start of READ. */",0,"The offset of the first character in the attributes section.  This is usually the
	 *  start of READ. */ | QPropertyExpansion.java","[1, 0, 0, 0, 0, 0, 0]"
7392,QPropertyExpansion.java,	/** The parsed type of the property. */,0,	/** The parsed type of the property. */ | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7394,QPropertyExpansion.java,	/** The identifier at which the cursor is currently pointing. */,0,	/** The identifier at which the cursor is currently pointing. */ | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7395,QPropertyExpansion.java,"The identifier before the one where the cursor is pointing.  This is needed to figure out what
	 *  values are valid for an attribute like READ, WRITE, etc. */",0,"The identifier before the one where the cursor is pointing.  This is needed to figure out what
	 *  values are valid for an attribute like READ, WRITE, etc. */ | QPropertyExpansion.java","[1, 0, 0, 0, 0, 0, 0]"
7396,QPropertyExpansion.java,	// The type/name section ends right before the first attribute.,0,	// The type/name section ends right before the first attribute. | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7398,QPropertyExpansion.java,"Extract the substring that likely contributes to this Q_PROPERTY declaration.  The declaration
		// could be in any state of being entered, so use the HeuristicScanner to guess about the
		// possible structure.  The fixed assumptions are that the content assistant was invoked within
		// the expansion parameter of Q_PROPERTY.  We try to guess at the end of the String, which is
		// either the closing paren (within 512 characters from the opening paren) or the current cursor
		// location.

		// The offset is always right after the opening paren, use it to get to a fixed point in the
		// declaration.",0,"Extract the substring that likely contributes to this Q_PROPERTY declaration.  The declaration
		// could be in any state of being entered, so use the HeuristicScanner to guess about the
		// possible structure.  The fixed assumptions are that the content assistant was invoked within
		// the expansion parameter of Q_PROPERTY.  We try to guess at the end of the String, which is
		// either the closing paren (within 512 characters from the opening paren) or the current cursor
		// location.

		// The offset is always right after the opening paren, use it to get to a fixed point in the
		// declaration. | QPropertyExpansion.java","[0, 0, 1, 0, 0, 0, 0]"
7399,QPropertyExpansion.java,"// We should only need to backup the length of Q_PROPERTY, but allow extra to deal
		// with whitespace.",0,"// We should only need to backup the length of Q_PROPERTY, but allow extra to deal
		// with whitespace. | QPropertyExpansion.java","[0, 0, 0, 0, 0, 0, 1]"
7401,QPropertyExpansion.java,"// Find the start of the previous identifier.  This scans backward, so it stops one
		// position before the identifier (unless the identifer is at the start of the content).",0,"// Find the start of the previous identifier.  This scans backward, so it stops one
		// position before the identifier (unless the identifer is at the start of the content). | QPropertyExpansion.java","[1, 0, 0, 0, 0, 0, 0]"
7402,QPropertyExpansion.java,		// advance past the opening paren,0,		// advance past the opening paren | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7403,QPropertyExpansion.java,		// This expansion is not applicable if the assistant was invoked after the closing paren.,0,		// This expansion is not applicable if the assistant was invoked after the closing paren. | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7404,QPropertyExpansion.java,"// There are two significant regions in a Q_PROPERTY declaration.  The first is everything
		// between the opening paren and the first parameter.  This region specifies the type and the
		// name.  The other is the region that declares all the parameters.  There is an arbitrary
		// amount of whitespace between these regions.
		//
		// This function finds and returns the offset of the end of the region containing the type and
		// name.  Returns 0 if the type/name region cannot be found.",0,"// There are two significant regions in a Q_PROPERTY declaration.  The first is everything
		// between the opening paren and the first parameter.  This region specifies the type and the
		// name.  The other is the region that declares all the parameters.  There is an arbitrary
		// amount of whitespace between these regions.
		//
		// This function finds and returns the offset of the end of the region containing the type and
		// name.  Returns 0 if the type/name region cannot be found. | QPropertyExpansion.java","[0, 0, 1, 0, 0, 0, 0]"
7405,QPropertyExpansion.java,			// parse the type/name part and then extract the type and name from the result,0,			// parse the type/name part and then extract the type and name from the result | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7406,QPropertyExpansion.java,			// Give attribute proposals the same order as the Qt documentation.,0,			// Give attribute proposals the same order as the Qt documentation. | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7407,QPropertyExpansion.java,			// Otherwise create a template where the content depends on the type of the attribute's parameter.,0,			// Otherwise create a template where the content depends on the type of the attribute's parameter. | QPropertyExpansion.java,"[1, 0, 0, 0, 0, 0, 0]"
7408,QPropertyExpansion.java," Make no suggestions when the start of the current identifier is before the end of
		// the ""type name"" portion of the declaration.",0," Make no suggestions when the start of the current identifier is before the end of
		// the ""type name"" portion of the declaration. | QPropertyExpansion.java","[1, 0, 0, 0, 0, 0, 0]"
7410,QPropertyExpansion.java,"// If the previous token is an Attribute name that has a parameter then suggest appropriate
		// values for that parameter.  Otherwise suggest the other Attribute names.",0,"// If the previous token is an Attribute name that has a parameter then suggest appropriate
		// values for that parameter.  Otherwise suggest the other Attribute names. | QPropertyExpansion.java","[0, 0, 0, 0, 0, 0, 1]"
7411,QPropertyExpansion.java,"// There are two types of proposals.  If the previous identifier matches a known attribute name,
		// then we propose possible values for that attribute.  Otherwise we want to propose the identifiers
		// that don't already appear in the expansion.
		//
		// This is implemented by iterating over the list of known attributes.  If any of the attributes
		// matches the previous identifier, then we build and return a list of valid proposals for that
		// attribute.
		//
		// Otherwise, for each attribute we build a regular expression that checks to see if that token
		// appears within the expansion.  If it already appears, then the attribute is ignored.  Otherwise
		// it is added as an unspecified attribute.  If the loop completes, then we create a list of proposals
		// for from that unspecified list.",0,"// There are two types of proposals.  If the previous identifier matches a known attribute name,
		// then we propose possible values for that attribute.  Otherwise we want to propose the identifiers
		// that don't already appear in the expansion.
		//
		// This is implemented by iterating over the list of known attributes.  If any of the attributes
		// matches the previous identifier, then we build and return a list of valid proposals for that
		// attribute.
		//
		// Otherwise, for each attribute we build a regular expression that checks to see if that token
		// appears within the expansion.  If it already appears, then the attribute is ignored.  Otherwise
		// it is added as an unspecified attribute.  If the loop completes, then we create a list of proposals
		// for from that unspecified list. | QPropertyExpansion.java","[0, 0, 1, 0, 0, 0, 0]"
7415,CASTProblemDeclaration.java,// Visit the problem.,0,// Visit the problem. | CASTProblemDeclaration.java,"[1, 0, 0, 0, 0, 0, 0]"
7417,CustomLayoutDeclarativeTest.java, * @author Vaadin Ltd,0, * @author Vaadin Ltd | CustomLayoutDeclarativeTest.java,"[0, 1, 0, 0, 0, 0, 0]"
7421,ComponentInStateUI.java, * @since 7.0.0,0, * @since 7.0.0 | ComponentInStateUI.java,"[0, 0, 0, 1, 0, 0, 0]"
7422,ComponentInStateUI.java," Mini tutorial code for
 * https://vaadin.com/wiki/-/wiki/Main/Using%20Components%
 * 20in%20the%20shared%20state",0," Mini tutorial code for
 * https://vaadin.com/wiki/-/wiki/Main/Using%20Components%
 * 20in%20the%20shared%20state | ComponentInStateUI.java","[1, 0, 0, 0, 0, 0, 0]"
7425,TestTruncateQuotaUpdate.java,Make sure we correctly update the quota usage for truncate.,0,Make sure we correctly update the quota usage for truncate. | TestTruncateQuotaUpdate.java,"[1, 0, 0, 0, 0, 0, 0]"
7426,TestTruncateQuotaUpdate.java,"We need to cover the following cases:
 * 1. No snapshot, truncate to 0
 * 2. No snapshot, truncate at block boundary
 * 3. No snapshot, not on block boundary
 * 4~6. With snapshot, all the current blocks are included in latest
 *      snapshots, repeat 1~3
 * 7~9. With snapshot, blocks in the latest snapshot and blocks in the current
 *      file diverged, repeat 1~3",0,"We need to cover the following cases:
 * 1. No snapshot, truncate to 0
 * 2. No snapshot, truncate at block boundary
 * 3. No snapshot, not on block boundary
 * 4~6. With snapshot, all the current blocks are included in latest
 *      snapshots, repeat 1~3
 * 7~9. With snapshot, blocks in the latest snapshot and blocks in the current
 *      file diverged, repeat 1~3 | TestTruncateQuotaUpdate.java","[0, 0, 1, 0, 0, 0, 0]"
7428,TestTruncateQuotaUpdate.java,"// case 8: truncate to 2 blocks
    // the original 2.5 blocks are in snapshot. the block truncated is not
    // in snapshot. diff should be -0.5 block",0,"// case 8: truncate to 2 blocks
    // the original 2.5 blocks are in snapshot. the block truncated is not
    // in snapshot. diff should be -0.5 block | TestTruncateQuotaUpdate.java","[1, 0, 0, 0, 0, 0, 0]"
7430,TestTruncateQuotaUpdate.java,    // case 9: truncate to 0,0,    // case 9: truncate to 0 | TestTruncateQuotaUpdate.java,"[1, 0, 0, 0, 0, 0, 0]"
7431,TestTruncateQuotaUpdate.java," // case 1: first truncate to 1.5 blocks
    // we truncate 1 blocks, but not on the boundary, thus the diff should
    // be -block + (block - 0.5 block) = -0.5 block",0," // case 1: first truncate to 1.5 blocks
    // we truncate 1 blocks, but not on the boundary, thus the diff should
    // be -block + (block - 0.5 block) = -0.5 block | TestTruncateQuotaUpdate.java","[1, 0, 0, 0, 0, 0, 0]"
7433,TestTruncateQuotaUpdate.java,    // case 3: truncate to 0,0,    // case 3: truncate to 0 | TestTruncateQuotaUpdate.java,"[1, 0, 0, 0, 0, 0, 0]"
7434,TestTruncateQuotaUpdate.java," // case 4: truncate to 1.5 blocks
    // all the blocks are in snapshot. truncate need to allocate a new block
    // diff should be +BLOCKSIZE",0," // case 4: truncate to 1.5 blocks
    // all the blocks are in snapshot. truncate need to allocate a new block
    // diff should be +BLOCKSIZE | TestTruncateQuotaUpdate.java","[1, 0, 0, 0, 0, 0, 0]"
7435,TestTruncateQuotaUpdate.java,    // case 2: truncate to 1 block,0,    // case 2: truncate to 1 block | TestTruncateQuotaUpdate.java,"[1, 0, 0, 0, 0, 0, 0]"
7438,MemoryTimelineStateStore.java, * A state store backed by memory for unit tests,0, * A state store backed by memory for unit tests | MemoryTimelineStateStore.java,"[1, 0, 0, 0, 0, 0, 0]"
7439,KeywordSets.java,		// add all of C then remove the ones we don't need,0,		// add all of C then remove the ones we don't need | KeywordSets.java,"[1, 0, 0, 0, 0, 0, 0]"
7440,KeywordSets.java,		// CPP specific stuff,0,		// CPP specific stuff | KeywordSets.java,"[1, 0, 0, 0, 0, 0, 0]"
7441,KeywordSets.java," Contributors:
 *     John Camelon (IBM Rational Software) - Initial API and implementation
 *     Markus Schorn (Wind River Systems)",0," Contributors:
 *     John Camelon (IBM Rational Software) - Initial API and implementation
 *     Markus Schorn (Wind River Systems) | KeywordSets.java","[0, 1, 0, 0, 0, 0, 0]"
7442,FailoverProxyProvider.java,@link RetryPolicy,0,@link RetryPolicy | FailoverProxyProvider.java,"[0, 0, 0, 0, 1, 0, 0]"
7443,FailoverProxyProvider.java,@link Idempotent,0,@link Idempotent | FailoverProxyProvider.java,"[0, 0, 0, 0, 1, 0, 0]"
7447,FailoverProxyProvider.java,"An implementer of this interface is capable of providing proxy objects for
 * use in IPC communication, and potentially modifying these objects or creating
 * entirely new ones in the event of certain types of failures. The
 * determination of whether or not to fail over is handled by
 * {@link RetryPolicy}.",0,"An implementer of this interface is capable of providing proxy objects for
 * use in IPC communication, and potentially modifying these objects or creating
 * entirely new ones in the event of certain types of failures. The
 * determination of whether or not to fail over is handled by
 * {@link RetryPolicy}. | FailoverProxyProvider.java","[1, 0, 0, 0, 0, 0, 0]"
7448,FailoverProxyProvider.java,"The information (e.g., the IP address) of the current proxy object. It
     * provides information for debugging purposes.",0,"The information (e.g., the IP address) of the current proxy object. It
     * provides information for debugging purposes. | FailoverProxyProvider.java","[1, 0, 0, 0, 0, 0, 0]"
7451,FailoverProxyProvider.java,"Return a reference to the interface this provider's proxy objects actually
   * implement. If any of the methods on this interface are annotated as being
   * {@link Idempotent} or {@link AtMostOnce}, then this fact will be passed to
   * the {@link RetryPolicy#shouldRetry(Exception, int, int, boolean)} method on
   * error, for use in determining whether or not failover should be attempted.",0,"Return a reference to the interface this provider's proxy objects actually
   * implement. If any of the methods on this interface are annotated as being
   * {@link Idempotent} or {@link AtMostOnce}, then this fact will be passed to
   * the {@link RetryPolicy#shouldRetry(Exception, int, int, boolean)} method on
   * error, for use in determining whether or not failover should be attempted. | FailoverProxyProvider.java","[1, 0, 0, 0, 0, 0, 0]"
7453,FailoverProxyProvider.java, @return the proxy object to invoke methods upon,0, @return the proxy object to invoke methods upon | FailoverProxyProvider.java,"[0, 0, 0, 1, 0, 0, 0]"
7454,FailoverProxyProvider.java,"@param currentProxy
   *          the proxy object which was being used before this failover event",0,"@param currentProxy
   *          the proxy object which was being used before this failover event | FailoverProxyProvider.java","[0, 0, 0, 1, 0, 0, 0]"
7455,FailoverProxyProvider.java,"@return the interface implemented by the proxy objects returned by
   *         {@link FailoverProxyProvider#getProxy()}",0,"@return the interface implemented by the proxy objects returned by
   *         {@link FailoverProxyProvider#getProxy()} | FailoverProxyProvider.java","[0, 0, 0, 1, 0, 0, 0]"
7457,SignalsViewEventHandler.java,Updates the signals view.,0,Updates the signals view. | SignalsViewEventHandler.java,"[1, 0, 0, 0, 0, 0, 0]"
7459,SignalsViewEventHandler.java," * @since: Mar 8, 2004",0," * @since: Mar 8, 2004 | SignalsViewEventHandler.java","[0, 0, 0, 1, 0, 0, 0]"
7463,SingletonImmutableTable.java,@author Gregory Kick,0,@author Gregory Kick | SingletonImmutableTable.java,"[0, 0, 0, 0, 1, 0, 0]"
7464,SingletonImmutableTable.java,An implementation of {@link ImmutableTable} that holds a single cell.,0,An implementation of {@link ImmutableTable} that holds a single cell. | SingletonImmutableTable.java,"[1, 0, 0, 0, 0, 0, 0]"
7466,DisassemblyResumeAtLineAdapter.java, * Resume at line target adapter for the DSF Disassembly view,0, * Resume at line target adapter for the DSF Disassembly view | DisassemblyResumeAtLineAdapter.java,"[1, 0, 0, 0, 0, 0, 0]"
7467,DisassemblyResumeAtLineAdapter.java, * @since 2.1,0, * @since 2.1 | DisassemblyResumeAtLineAdapter.java,"[0, 0, 0, 1, 0, 0, 0]"
7468,NestedPersonForm.java, * Example of nested forms,0, * Example of nested forms | NestedPersonForm.java,"[1, 0, 0, 0, 0, 0, 0]"
7469,NestedPersonForm.java,     * Creates a person form which contains nested form for the persons address,0,     * Creates a person form which contains nested form for the persons address | NestedPersonForm.java,"[1, 0, 0, 0, 0, 0, 0]"
7473,NestedPersonForm.java,        // reuse the address field - required by EmbeddedForm,0,        // reuse the address field - required by EmbeddedForm | NestedPersonForm.java,"[1, 0, 0, 0, 0, 0, 0]"
7474,NestedPersonForm.java,                // create a custom field for the Address object,0,                // create a custom field for the Address object | NestedPersonForm.java,"[1, 0, 0, 0, 0, 0, 0]"
7475,NestedPersonForm.java,"// Note that if the nested form is the first or last field in the parent
        // form, styles from the parent (padding, ...) may leak to its contents.",0,"// Note that if the nested form is the first or last field in the parent
        // form, styles from the parent (padding, ...) may leak to its contents. | NestedPersonForm.java","[0, 0, 0, 0, 0, 0, 1]"
7476,NestedPersonForm.java, // set the data source and the visible fields,0, // set the data source and the visible fields | NestedPersonForm.java,"[1, 0, 0, 0, 0, 0, 0]"
7477,SaslDataTransferTestCase.java,   * @param dataTransferProtection supported QOPs,0,   * @param dataTransferProtection supported QOPs | SaslDataTransferTestCase.java,"[0, 0, 0, 1, 0, 0, 0]"
7478,SaslDataTransferTestCase.java,   * @return configuration for starting a secure cluster,0,   * @return configuration for starting a secure cluster | SaslDataTransferTestCase.java,"[0, 0, 0, 1, 0, 0, 0]"
7479,SaslDataTransferTestCase.java,   * Creates configuration for starting a secure cluster.,0,   * Creates configuration for starting a secure cluster. | SaslDataTransferTestCase.java,"[1, 0, 0, 0, 0, 0, 0]"
