index,class,comment_sentence,partition,combo,labels
1625,JQLoad,load html from a remote file and inject it into the dom,0,load html from a remote file and inject it into the dom | jqload,"[0, 0, 1, 0, 0, 0]"
1626,WABulkReapingCache,i am a cache that reaps all elements at once instead of incrementally,0,i am a cache that reaps all elements at once instead of incrementally | wabulkreapingcache,"[0, 0, 0, 1, 0, 0]"
1628,WABulkReapingCache,a background process should send reap to me,0,a background process should send reap to me | wabulkreapingcache,"[0, 0, 0, 0, 0, 1]"
1634,WAComboResponse,if streaming is desired the response can be flushed by sending it the flush message,0,if streaming is desired the response can be flushed by sending it the flush message | wacomboresponse,"[0, 0, 1, 0, 0, 0]"
1637,WAComboResponse,for example a search results page might use something like,0,for example a search results page might use something like | wacomboresponse,"[0, 1, 0, 0, 0, 0]"
1638,WAComboResponse,rendercontenton acanvas,0,rendercontenton acanvas | wacomboresponse,"[0, 1, 0, 0, 0, 0]"
1641,WAComboResponse,acanvas flush,0,acanvas flush | wacomboresponse,"[0, 1, 0, 0, 0, 0]"
1645,WAComboResponse,acanvas flush,0,acanvas flush | wacomboresponse,"[0, 1, 0, 0, 0, 0]"
1646,WAComboResponse,flush after each search result,0,flush after each search result | wacomboresponse,"[0, 1, 0, 0, 0, 0]"
1649,WAComboResponse,an uncommitted response should be handled as usual by the server adapter,0,an uncommitted response should be handled as usual by the server adapter | wacomboresponse,"[0, 0, 0, 0, 0, 1]"
1651,WACookie,i am basically a key value pair of strings,0,i am basically a key value pair of strings | wacookie,"[0, 0, 0, 1, 0, 0]"
1655,WACookie,netscape spec,0,netscape spec | wacookie,"[1, 0, 0, 0, 0, 0]"
1657,WACookie,cookie spec,0,cookie spec | wacookie,"[1, 0, 0, 0, 0, 0]"
1658,WACookie,http tools ietf org html rfc2109,0,http tools ietf org html rfc2109 | wacookie,"[1, 0, 0, 0, 0, 0]"
1660,WACookie,https tools ietf org html rfc6265,0,https tools ietf org html rfc6265 | wacookie,"[1, 0, 0, 0, 0, 0]"
1662,WACookie,http msdn2 microsoft com en us library ms533046 aspx,0,http msdn2 microsoft com en us library ms533046 aspx | wacookie,"[1, 0, 0, 0, 0, 0]"
1663,WACookie,https bugzilla mozilla org show bug cgi id 178993,0,https bugzilla mozilla org show bug cgi id 178993 | wacookie,"[1, 0, 0, 0, 0, 0]"
1664,WACookie,compared to warequestcookie i represent the information that is sent to the user agent,0,compared to warequestcookie i represent the information that is sent to the user agent | wacookie,"[0, 0, 0, 1, 0, 1]"
1666,WADatalistTag,datalist together with the a new list attribute for input is used to make comboboxes,0,datalist together with the a new list attribute for input is used to make comboboxes | wadatalisttag,"[0, 1, 1, 0, 0, 0]"
1667,WADatalistTag,input list browsers,0,input list browsers | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1668,WADatalistTag,datalist id browsers,0,datalist id browsers | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1669,WADatalistTag,option value safari,0,option value safari | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1670,WADatalistTag,option value internet explorer,0,option value internet explorer | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1671,WADatalistTag,option value opera,0,option value opera | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1672,WADatalistTag,option value firefox,0,option value firefox | wadatalisttag,"[0, 1, 0, 0, 0, 0]"
1674,WADelayedAnswerDecoration,wadelayedanswerdecoration adds a delay in displaying a component,0,wadelayedanswerdecoration adds a delay in displaying a component | wadelayedanswerdecoration,"[0, 0, 1, 0, 0, 0]"
1675,WADevelopment,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak,0,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak | wadevelopment,"[0, 0, 1, 1, 0, 0]"
1676,WADynamicVariable,i exist for legacy purposes,0,i exist for legacy purposes | wadynamicvariable,"[0, 0, 1, 0, 0, 0]"
1677,WAEncoder,i encode everything that is written to myself using nextput and nextputall onto the wrapped stream,0,i encode everything that is written to myself using nextput and nextputall onto the wrapped stream | waencoder,"[0, 0, 1, 0, 1, 0]"
1678,WAErrorHandler,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,0,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception | waerrorhandler,"[0, 0, 1, 0, 0, 1]"
1682,WAErrorHandler,if either method is not implemented the default implementation will call handledefault which can be used to provide common behaviour for both exception types,0,if either method is not implemented the default implementation will call handledefault which can be used to provide common behaviour for both exception types | waerrorhandler,"[1, 0, 0, 0, 0, 0]"
1684,WAExpiringCache,maximumsize integer,0,maximumsize integer | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1685,WAExpiringCache,maximumrelativeage integer,0,maximumrelativeage integer | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1686,WAExpiringCache,maximumabsoluteage integer,0,maximumabsoluteage integer | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1691,WAExpiringCache,0 for no maximum size,0,0 for no maximum size | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1693,WAExpiringCache,maximumrelativeage,0,maximumrelativeage | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1695,WAExpiringCache,0 for no limit,0,0 for no limit | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1697,WAExpiringCache,maximumabsoluteage,0,maximumabsoluteage | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1698,WAExpiringCache,after so many seconds after its creation a session is considered expired no matter when it was last accessed,0,after so many seconds after its creation a session is considered expired no matter when it was last accessed | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1699,WAExpiringCache,0 for no limit,0,0 for no limit | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1705,WAExpiringCache,removerelativeoldest remove the entry that hasn t been accessed for the longest time,0,removerelativeoldest remove the entry that hasn t been accessed for the longest time | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1706,WAExpiringCache,removeabsoluteoldest remove the entry that has been created the longest time ago,0,removeabsoluteoldest remove the entry that has been created the longest time ago | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1707,WAExpiringCache,signalerror signal wamaximumnumberofsessionsexceedederror,0,signalerror signal wamaximumnumberofsessionsexceedederror | waexpiringcache,"[0, 0, 0, 0, 1, 0]"
1711,WAFormDecoration,the buttons inst var must be set,0,the buttons inst var must be set | waformdecoration,"[0, 0, 0, 0, 1, 0]"
1712,WAFormDecoration,for each string symbol in the buttons inst var the decorated component must implement a method of the same name which is called when the button is selected,0,for each string symbol in the buttons inst var the decorated component must implement a method of the same name which is called when the button is selected | waformdecoration,"[0, 0, 0, 0, 1, 0]"
1713,WAFormDecoration,buttons collection of strings or symbols,0,buttons collection of strings or symbols | waformdecoration,"[0, 0, 0, 0, 1, 0]"
1716,WAFormTag,the form element acts as a container for input elements and buttons,0,the form element acts as a container for input elements and buttons | waformtag,"[0, 0, 1, 0, 0, 1]"
1717,WAFormTag,evaluation order,0,evaluation order | waformtag,"[1, 0, 0, 0, 0, 0]"
1718,WAFormTag,the input fields callbacks will be evaluated in the order they,0,the input fields callbacks will be evaluated in the order they | waformtag,"[1, 0, 0, 0, 0, 0]"
1719,WAFormTag,appear in the xhtml,0,appear in the xhtml | waformtag,"[1, 0, 0, 0, 0, 0]"
1720,WAFormTag,buttons will always be evaluated last no matter,0,buttons will always be evaluated last no matter | waformtag,"[1, 0, 0, 0, 0, 0]"
1721,WAFormTag,where they are positioned,0,where they are positioned | waformtag,"[1, 0, 0, 0, 0, 0]"
1728,WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button,0,the value of the src attribute specifies the uri of the image that will decorate the button | waimagebuttontag,"[0, 0, 1, 0, 0, 0]"
1735,WAInspector,platforms should implement their own subclasses specifying behaviour for all unimplemented methods,0,platforms should implement their own subclasses specifying behaviour for all unimplemented methods | wainspector,"[0, 0, 1, 0, 0, 0]"
1738,WAInvisibleSessionTrackingStrategy,for document handlers query fields are used,0,for document handlers query fields are used | wainvisiblesessiontrackingstrategy,"[0, 0, 0, 0, 0, 1]"
1739,WALabelledFormDialog,walabelledformdialog is an abstract class for generating html forms,0,walabelledformdialog is an abstract class for generating html forms | walabelledformdialog,"[0, 0, 0, 1, 0, 0]"
1740,WALabelledFormDialog,given a data model walabelledformdialog displays a label and input field for each instance variable of interest,0,given a data model walabelledformdialog displays a label and input field for each instance variable of interest | walabelledformdialog,"[0, 1, 1, 0, 1, 0]"
1741,WALabelledFormDialog,user supplied data is placed in the data model,0,user supplied data is placed in the data model | walabelledformdialog,"[0, 1, 1, 0, 1, 0]"
1743,WALabelledFormDialog,the model method just returns the object whose fields we wish to populate with date,0,the model method just returns the object whose fields we wish to populate with date | walabelledformdialog,"[0, 1, 0, 0, 1, 0]"
1744,WALabelledFormDialog,the rows method returns a collections of symbols,0,the rows method returns a collections of symbols | walabelledformdialog,"[0, 1, 0, 0, 1, 0]"
1745,WALabelledFormDialog,the symbol is used generate the accessor methods for the data in the model,0,the symbol is used generate the accessor methods for the data in the model | walabelledformdialog,"[0, 1, 0, 0, 1, 0]"
1746,WALabelledFormDialog,a standard text input field is used for each row of data,0,a standard text input field is used for each row of data | walabelledformdialog,"[0, 0, 1, 0, 0, 0]"
1748,WALabelledFormDialog,see rendernameon in example below,0,see rendernameon in example below | walabelledformdialog,"[0, 0, 1, 0, 0, 0]"
1749,WALabelledFormDialog,the default form has one button ok,0,the default form has one button ok | walabelledformdialog,"[1, 1, 0, 0, 1, 0]"
1750,WALabelledFormDialog,override the buttons method to change the text or number of submit buttons on the form,0,override the buttons method to change the text or number of submit buttons on the form | walabelledformdialog,"[1, 1, 0, 0, 1, 0]"
1751,WALabelledFormDialog,override the defaultbutton method to indicate which button is the default,0,override the defaultbutton method to indicate which button is the default | walabelledformdialog,"[1, 0, 0, 0, 0, 0]"
1753,WALabelledFormDialog,see example below,0,see example below | walabelledformdialog,"[1, 0, 0, 0, 0, 0]"
1755,WALabelledFormDialog,initialize,0,initialize | walabelledformdialog,"[0, 1, 0, 0, 0, 0]"
1779,WALabelledFormDialog,rendernameon html,0,rendernameon html | walabelledformdialog,"[0, 1, 0, 0, 0, 0]"
1780,WALabelledFormDialog,show how to specily special input instead of using simple text field,0,show how to specily special input instead of using simple text field | walabelledformdialog,"[0, 1, 0, 0, 0, 0]"
1781,WALabelledFormDialog,html select,0,html select | walabelledformdialog,"[0, 1, 0, 0, 0, 0]"
1783,WALabelledFormDialog,selected roger,0,selected roger | walabelledformdialog,"[0, 1, 0, 0, 0, 0]"
1785,WALabelledFormDialog,contact class used above has instance variables name phonenumber with standard getter and setter methods,0,contact class used above has instance variables name phonenumber with standard getter and setter methods | walabelledformdialog,"[0, 0, 0, 0, 1, 0]"
1786,WAListAttribute,walistattribute is an attribute that is restricted to a list of values,0,walistattribute is an attribute that is restricted to a list of values | walistattribute,"[0, 0, 0, 1, 0, 0]"
1787,WAMemoryInput,a wamemoryinput is a dialog that allows the user to enter an amount of memory,0,a wamemoryinput is a dialog that allows the user to enter an amount of memory | wamemoryinput,"[0, 0, 1, 1, 0, 0]"
1790,WAObjectTag,defines an embedded object,0,defines an embedded object | waobjecttag,"[0, 0, 0, 1, 0, 0]"
1791,WAOptionGroupTag,the optgroup element allows authors to group choices logically,0,the optgroup element allows authors to group choices logically | waoptiongrouptag,"[0, 0, 1, 0, 0, 0]"
1792,WAOptionGroupTag,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options,0,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options | waoptiongrouptag,"[0, 0, 1, 0, 0, 0]"
1795,WAPainterVisitor,an implementation of the visitor pattern for painter subclasses,0,an implementation of the visitor pattern for painter subclasses | wapaintervisitor,"[0, 0, 1, 1, 0, 1]"
1796,WAPath,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz,0,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz | wapath,"[0, 0, 1, 1, 0, 0]"
1797,WAPath,wapath maintains a stack of associations one for each location or page in the path,0,wapath maintains a stack of associations one for each location or page in the path | wapath,"[0, 0, 1, 0, 0, 1]"
1798,WAPath,the association key is the text that is displayed in the breadcrimb,0,the association key is the text that is displayed in the breadcrimb | wapath,"[0, 0, 0, 0, 0, 1]"
1799,WAPath,the association value is an object of your choosing which your code uses to restore that page,0,the association value is an object of your choosing which your code uses to restore that page | wapath,"[0, 0, 0, 0, 0, 1]"
1800,WAPath,to add to the path use the method wapath pushsegment anobject name lulu,0,to add to the path use the method wapath pushsegment anobject name lulu | wapath,"[0, 0, 0, 0, 1, 0]"
1803,WAPath,your code is not notified when the user clicks on a link in the wapath object,0,your code is not notified when the user clicks on a link in the wapath object | wapath,"[0, 0, 0, 0, 1, 0]"
1804,WAPath,so when you render a page call wapath currentsegment to get the current object and generate the page accordingly,0,so when you render a page call wapath currentsegment to get the current object and generate the page accordingly | wapath,"[0, 0, 0, 0, 1, 0]"
1808,WAPharoUrlEncoder,i am a pharo specific url encoder,0,i am a pharo specific url encoder | wapharourlencoder,"[0, 0, 0, 1, 0, 0]"
1809,WAPharoXmlEncoder,i am a pharo specific xml encoder,0,i am a pharo specific xml encoder | wapharoxmlencoder,"[0, 0, 0, 1, 0, 0]"
1811,WAPlugin,plugins are an easy way to add or remove additional tools without changing the codebase,0,plugins are an easy way to add or remove additional tools without changing the codebase | waplugin,"[0, 0, 1, 0, 0, 0]"
1815,WAProtectionFilter,do add this filter to a wasession for example to avoid session hijacking do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes,0,do add this filter to a wasession for example to avoid session hijacking do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes | waprotectionfilter,"[0, 0, 1, 0, 0, 0]"
1817,WARequestContext,warequestcontext encapsulates all the knowledge that should be available while processing a single request,0,warequestcontext encapsulates all the knowledge that should be available while processing a single request | warequestcontext,"[0, 0, 1, 0, 0, 0]"
1820,WASelection,waselection creates a selectable list,0,waselection creates a selectable list | waselection,"[0, 1, 1, 0, 0, 0]"
1823,WASelection,returns the item selected by user not the index nor the text shown the user,0,returns the item selected by user not the index nor the text shown the user | waselection,"[1, 0, 0, 0, 0, 0]"
1824,WASelection,selection,0,selection | waselection,"[0, 1, 0, 0, 0, 0]"
1828,WAServerAdaptor,a waserver is the abstract base class for all servers,0,a waserver is the abstract base class for all servers | waserveradaptor,"[0, 0, 0, 1, 0, 0]"
1829,WAServerAdaptor,codec,0,codec | waserveradaptor,"[0, 0, 0, 0, 1, 0]"
1830,WAServerAdaptor,usessmalltalkencoding,0,usessmalltalkencoding | waserveradaptor,"[0, 0, 0, 0, 1, 0]"
1831,WAServerAdaptor,codec wacodec,0,codec wacodec | waserveradaptor,"[0, 0, 0, 0, 1, 0]"
1832,WAServerAdaptor,codec,0,codec | waserveradaptor,"[0, 0, 0, 0, 1, 0]"
1833,WATagBrush,this is the superclass for all xml element classes,0,this is the superclass for all xml element classes | watagbrush,"[0, 0, 0, 1, 0, 0]"
1834,WATagBrush,its main additions are,0,its main additions are | watagbrush,"[1, 0, 0, 0, 0, 0]"
1835,WATagBrush,element name tag,0,element name tag | watagbrush,"[1, 0, 0, 0, 0, 0]"
1836,WATagBrush,attributes instance of wahtmlattributes,0,attributes instance of wahtmlattributes | watagbrush,"[1, 0, 0, 0, 0, 0]"
1838,WAUpTimeTracker,wauptimetracker is used to track the timestamp when the image last booted,0,wauptimetracker is used to track the timestamp when the image last booted | wauptimetracker,"[0, 0, 1, 0, 0, 0]"
1839,WAUpTimeTracker,access the timestamp when the image booted as follows,0,access the timestamp when the image booted as follows | wauptimetracker,"[0, 0, 1, 0, 1, 1]"
1842,WAUpTimeTracker,access the duration how long ago the image booted as follows,0,access the duration how long ago the image booted as follows | wauptimetracker,"[0, 0, 1, 0, 1, 1]"
1845,WAUpTimeTracker,at system startup the imageboottime is re set automatically,0,at system startup the imageboottime is re set automatically | wauptimetracker,"[0, 0, 1, 0, 1, 1]"
0,BlAnchorRelativeToElement,relative anchor takes an arbitrary element as a reference an compute its position based on properties of that element.,0,relative anchor takes an arbitrary element as a reference an compute its position based on properties of that element. | BlAnchorRelativeToElement,"[0, 0, 1, 0, 0, 0]"
2,BlArrowheadSimpleArrow,i am a simple arrow like arrowhead.,0,i am a simple arrow like arrowhead. | BlArrowheadSimpleArrow,"[0, 0, 0, 1, 0, 0]"
3,BlArrowheadSimpleArrow,both my size and arrow length depend on the curve width.,0,both my size and arrow length depend on the curve width. | BlArrowheadSimpleArrow,"[0, 0, 0, 1, 0, 0]"
4,BlArrowheadSimpleArrow,it is possible hovewer to customize a length fraction how long should be the outer arrow compared to the length of the side of a nose triangle.,0,it is possible hovewer to customize a length fraction how long should be the outer arrow compared to the length of the side of a nose triangle. | BlArrowheadSimpleArrow,"[0, 0, 0, 0, 1, 0]"
8,BlArrowheadTriangle,i am a triangular arrow head.,0,i am a triangular arrow head. | BlArrowheadTriangle,"[0, 0, 0, 1, 0, 0]"
10,BlArrowheadTriangle,it is possible to have a border around triangle by specifying a border width of a triangle arrowhead.,0,it is possible to have a border around triangle by specifying a border width of a triangle arrowhead. | BlArrowheadTriangle,"[1, 0, 0, 0, 0, 0]"
13,BlArrowheadTriangle,for solid arrowhead make background paint be the same as border paint.,0,for solid arrowhead make background paint be the same as border paint. | BlArrowheadTriangle,"[0, 0, 1, 0, 0, 0]"
16,BlChicken,blchicken open,0,blchicken open | BlChicken,"[0, 1, 0, 0, 0, 0]"
21,BlChildrenCollection,i provide a data structure independent api for adding and removing children.,0,i provide a data structure independent api for adding and removing children. | BlChildrenCollection,"[0, 0, 1, 0, 0, 0]"
23,BlChildrenCollection,i allow elements to optimize working with children for different scenarious.,0,i allow elements to optimize working with children for different scenarious. | BlChildrenCollection,"[0, 0, 1, 0, 0, 0]"
26,BlChildrenCollection,"a rope uses a balanced binary tree to support fast adding, removing and accessing, with the disadvantage of taking more memory.",0,"a rope uses a balanced binary tree to support fast adding, removing and accessing, with the disadvantage of taking more memory. | BlChildrenCollection","[0, 0, 1, 0, 0, 0]"
33,BlChildrenSubset,i capture a subset of children from a class blelement instance.,0,i capture a subset of children from a class blelement instance. | BlChildrenSubset,"[0, 0, 1, 0, 0, 0]"
34,BlChildrenSubset,i am an abstract class.,0,i am an abstract class. | BlChildrenSubset,"[0, 0, 0, 1, 0, 0]"
35,BlChildrenSubset,i exist to explicitly capture and combine various ways of filtering and iterating over children.,0,i exist to explicitly capture and combine various ways of filtering and iterating over children. | BlChildrenSubset,"[0, 0, 1, 0, 0, 0]"
40,BlChildrenSubset,i do not enforce a lazy api.,0,i do not enforce a lazy api. | BlChildrenSubset,"[0, 0, 0, 0, 1, 0]"
41,BlChildrenSubset,api,0,api | BlChildrenSubset,"[0, 0, 0, 0, 1, 0]"
42,BlChildrenSubset,instances of me are created by calling the factory method method blchildrensubset class #on on a subclass with an instance of class blchildren as parameter.,0,instances of me are created by calling the factory method method blchildrensubset class #on on a subclass with an instance of class blchildren as parameter. | BlChildrenSubset,"[0, 0, 0, 0, 1, 0]"
43,BlChildrenSubset,implementation details,0,implementation details | BlChildrenSubset,"[1, 0, 0, 0, 0, 0]"
47,BlClickEvent,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element.,0,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,"[1, 0, 1, 0, 0, 0]"
48,BlClickEvent,the order of fired events,0,the order of fired events | BlClickEvent,"[1, 0, 0, 0, 0, 0]"
50,BlClickEvent,mouse up,0,mouse up | BlClickEvent,"[1, 0, 0, 0, 0, 0]"
52,BlCompulsoryCombinationTest,this class contains tests,0,this class contains tests | BlCompulsoryCombinationTest,"[0, 0, 1, 0, 0, 0]"
58,BlDecelerateInterpolator,setting factor to 10f produces an upside down y x^2 parabola.,0,setting factor to 10f produces an upside down y x^2 parabola. | BlDecelerateInterpolator,"[1, 0, 0, 0, 0, 0]"
60,BlDecelerateInterpolator,my formula is,0,my formula is | BlDecelerateInterpolator,"[1, 0, 0, 0, 0, 0]"
68,BlDevScripterClickStep,here you can see how to configure a fire and check a click event on a child element,0,here you can see how to configure a fire and check a click event on a child element | BlDevScripterClickStep,"[0, 1, 0, 0, 0, 0]"
69,BlDragDelegate,drag delegate provides drag items when a visual element lifts.,0,drag delegate provides drag items when a visual element lifts. | BlDragDelegate,"[0, 0, 1, 0, 0, 0]"
70,BlDragDelegate,drag gesture fails if there are no drag items,0,drag gesture fails if there are no drag items | BlDragDelegate,"[0, 0, 1, 0, 0, 0]"
71,BlElementBoundsExamples,i contain examples of element bounds api,0,i contain examples of element bounds api | BlElementBoundsExamples,"[0, 0, 1, 0, 0, 0]"
74,BlElementDynamicTransformation,i am dynamic element transformation in the sense that my transformation matrix may actually depend on some element properties such as #extent or #position.,0,i am dynamic element transformation in the sense that my transformation matrix may actually depend on some element properties such as #extent or #position. | BlElementDynamicTransformation,"[0, 0, 1, 1, 0, 0]"
75,BlElementDynamicTransformation,it means that matrix computation is performed only when requested taking owner element into account.,0,it means that matrix computation is performed only when requested taking owner element into account. | BlElementDynamicTransformation,"[1, 0, 0, 0, 0, 0]"
76,BlElementEffect,i am the abstract root class for effects.,0,i am the abstract root class for effects. | BlElementEffect,"[0, 0, 0, 1, 0, 0]"
77,BlElementEffect,i define the default drawing strategy before & after .,0,i define the default drawing strategy before & after . | BlElementEffect,"[0, 0, 1, 0, 0, 0]"
78,BlElementEffect,i can influence the bounds of my owner used to clip my owner .,0,i can influence the bounds of my owner used to clip my owner . | BlElementEffect,"[0, 0, 1, 0, 0, 0]"
80,BlElementPositionChangeTest,i contain examples of position change logging functionality,0,i contain examples of position change logging functionality | BlElementPositionChangeTest,"[0, 0, 1, 0, 0, 0]"
81,BlElementRemovedEvent,is sent by an element after it is removed from the parent.,0,is sent by an element after it is removed from the parent. | BlElementRemovedEvent,"[0, 0, 0, 0, 0, 1]"
85,BlElementRemovedEvent,child when blelementremovedevent do self inform removed from parent .,0,child when blelementremovedevent do self inform removed from parent . | BlElementRemovedEvent,"[0, 1, 0, 0, 0, 0]"
86,BlElementRemovedEvent,parent blelement new.,0,parent blelement new. | BlElementRemovedEvent,"[0, 1, 0, 0, 0, 0]"
87,BlElementRemovedEvent,parent addchild child.,0,parent addchild child. | BlElementRemovedEvent,"[0, 1, 0, 0, 0, 0]"
90,BlExampleCustomEventTarget,i am an example of a custom non element event target that can be nicely integrated in bloc infrastructure,0,i am an example of a custom non element event target that can be nicely integrated in bloc infrastructure | BlExampleCustomEventTarget,"[0, 0, 1, 1, 0, 0]"
91,BlExampleElementWithBrokenOnLayout,i am an element with a broken onlayout method that throws error subscriptoutofbounds,0,i am an element with a broken onlayout method that throws error subscriptoutofbounds | BlExampleElementWithBrokenOnLayout,"[0, 0, 1, 1, 0, 0]"
92,BlExperimentalExamples,i contain experimental examples that only work in manually prepared laboratory environments.,0,i contain experimental examples that only work in manually prepared laboratory environments. | BlExperimentalExamples,"[0, 0, 1, 0, 0, 0]"
94,BlFocusExamples,1 inspect run example,0,1 inspect run example | BlFocusExamples,"[0, 1, 0, 0, 0, 0]"
95,BlFocusExamples,2 click one any cell to give it a focus blue border should appear,0,2 click one any cell to give it a focus blue border should appear | BlFocusExamples,"[0, 1, 0, 0, 0, 0]"
97,BlGeometry,the geometry is used to define the geometry to be drawn and the interaction area.,0,the geometry is used to define the geometry to be drawn and the interaction area. | BlGeometry,"[0, 0, 1, 0, 0, 1]"
98,BlGeometryAnchorListener,i am an event listener that listens anchor moved event send by anchor,0,i am an event listener that listens anchor moved event send by anchor | BlGeometryAnchorListener,"[0, 0, 1, 1, 0, 1]"
99,BlGeometryAnchorMoved,i am sent when anchor s position changed,0,i am sent when anchor s position changed | BlGeometryAnchorMoved,"[0, 0, 1, 0, 0, 0]"
100,BlGeometryElement,i am a root class of geometry elements elements driven by geometry anchors.,0,i am a root class of geometry elements elements driven by geometry anchors. | BlGeometryElement,"[0, 0, 1, 1, 0, 0]"
103,BlGridLayout,a grid consists of cells that are separated by invisible lines.,0,a grid consists of cells that are separated by invisible lines. | BlGridLayout,"[1, 0, 0, 0, 0, 0]"
105,BlGridLayout,"indices lie in closed interval 1, n 1 .",0,"indices lie in closed interval 1, n 1 . | BlGridLayout","[1, 0, 0, 0, 0, 0]"
106,BlGridLayout,"grid layout supports fitcontent, matchparent and exact resizing mode of the owner.",0,"grid layout supports fitcontent, matchparent and exact resizing mode of the owner. | BlGridLayout","[1, 0, 0, 0, 0, 0]"
107,BlGridLayout,children are allowed to have fitcontent and exact resizing modes.,0,children are allowed to have fitcontent and exact resizing modes. | BlGridLayout,"[1, 0, 0, 0, 0, 0]"
108,BlGridLayout,because child s matchparent does not make sense in case of grid users should use #fill to declare that child should take all available cell s space.,0,because child s matchparent does not make sense in case of grid users should use #fill to declare that child should take all available cell s space. | BlGridLayout,"[1, 0, 0, 0, 0, 0]"
110,BlGridLayout,user can specify amount of columns or rows by sending columncount or rowcount to an instance of grid layout.,0,user can specify amount of columns or rows by sending columncount or rowcount to an instance of grid layout. | BlGridLayout,"[1, 0, 0, 0, 0, 0]"
112,BlGridLayout,public api and key messages,0,public api and key messages | BlGridLayout,"[0, 0, 0, 0, 1, 0]"
116,BlGridLayout,"alignmargins bounds of each element are extended outwards, according to their margins, before the edges of the resulting rectangle are aligned.",0,"alignmargins bounds of each element are extended outwards, according to their margins, before the edges of the resulting rectangle are aligned. | BlGridLayout","[0, 0, 0, 0, 1, 0]"
118,BlGridLayout,internal representation and key implementation points.,0,internal representation and key implementation points. | BlGridLayout,"[1, 0, 0, 0, 0, 0]"
127,BlHandlerRegistry,registry,0,registry | BlHandlerRegistry,"[0, 1, 0, 0, 0, 0]"
128,BlHeadlessHost,i am a fallback host that is chosen if there are no other available and supported hosts.,0,i am a fallback host that is chosen if there are no other available and supported hosts. | BlHeadlessHost,"[0, 0, 1, 1, 0, 0]"
129,BlHostPulseLoop,i am the bloc main loop.,0,i am the bloc main loop. | BlHostPulseLoop,"[0, 0, 0, 1, 0, 0]"
132,BlHostPulseLoop,this may be delayed if there are background processes wanting to run to ensure that background calculation of ui elements can complete .,0,this may be delayed if there are background processes wanting to run to ensure that background calculation of ui elements can complete . | BlHostPulseLoop,"[1, 0, 0, 0, 0, 0]"
134,BlInfiniteDataSourceCommandType,i am a type of data source update command.,0,i am a type of data source update command. | BlInfiniteDataSourceCommandType,"[0, 0, 0, 1, 0, 0]"
135,BlInfiniteDataSourceCommandType,i suppose to be stateless and therefore immutable.,0,i suppose to be stateless and therefore immutable. | BlInfiniteDataSourceCommandType,"[1, 0, 0, 0, 0, 0]"
139,BlInfiniteDataSourceItemRangeMoved,sent by,0,sent by | BlInfiniteDataSourceItemRangeMoved,"[0, 0, 0, 0, 0, 1]"
144,BlInfiniteDataSourceItemRangeMoved,"do event self inform item was moved from , event from asstring, to , event to asstring",0,"do event self inform item was moved from , event from asstring, to , event to asstring | BlInfiniteDataSourceItemRangeMoved","[0, 1, 0, 0, 0, 0]"
145,BlInfiniteExampleClassesDataSource,i am a data source of the collection of all classes in the image,0,i am a data source of the collection of all classes in the image | BlInfiniteExampleClassesDataSource,"[0, 0, 0, 1, 0, 1]"
146,BlInfiniteItemAnimationsFinished,"i can be used, for example, to delay an action in a data set until currently running animations are complete.",0,"i can be used, for example, to delay an action in a data set until currently running animations are complete. | BlInfiniteItemAnimationsFinished","[0, 0, 1, 0, 0, 0]"
156,BlLayout,i am attached to a bloc element and define the visual structure of that bloc element.,0,i am attached to a bloc element and define the visual structure of that bloc element. | BlLayout,"[0, 0, 1, 0, 0, 1]"
158,BlLayout,layout constraints,0,layout constraints | BlLayout,"[1, 0, 0, 0, 0, 0]"
