index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
2622,UseOptimizer,brew func,0,brew func | useoptimizer,"[1, 0, 0, 0, 0]"
2624,UseOptimizer,brew func,0,brew func | useoptimizer,"[1, 0, 0, 0, 0]"
2626,AuthBase,base class that all auth implementations derive from,0,base class that all auth implementations derive from | authbase,"[0, 0, 0, 0, 1]"
2628,PreparedRequest,the fully mutable class preparedrequest preparedrequest object,0,the fully mutable class preparedrequest preparedrequest object | preparedrequest,"[0, 0, 0, 0, 1]"
2629,PreparedRequest,containing the exact bytes that will be sent to the server,0,containing the exact bytes that will be sent to the server | preparedrequest,"[0, 0, 0, 0, 1]"
2630,PreparedRequest,generated from either a class request request object or manually,0,generated from either a class request request object or manually | preparedrequest,"[0, 0, 1, 0, 0]"
2631,PreparedRequest,usage,0,usage | preparedrequest,"[1, 0, 0, 0, 0]"
2633,PreparedRequest,req requests request get https httpbin org get,0,req requests request get https httpbin org get | preparedrequest,"[1, 0, 0, 0, 0]"
2636,PreparedRequest,preparedrequest get,0,preparedrequest get | preparedrequest,"[1, 0, 0, 0, 0]"
2639,PreparedRequest,response 200,0,response 200 | preparedrequest,"[1, 0, 0, 0, 0]"
1,AccessMixin,functionality.,0,functionality. | AccessMixin,"[0, 0, 0, 0, 1]"
8,Atomic,"when it s used as a decorator, call wraps the execution of the",0,"when it s used as a decorator, call wraps the execution of the | Atomic","[1, 0, 0, 0, 0]"
12,Atomic,"exit commits the transaction or releases the savepoint on normal exit,",0,"exit commits the transaction or releases the savepoint on normal exit, | Atomic","[1, 0, 0, 0, 0]"
14,Atomic,it s possible to disable the creation of savepoints if the goal is to,0,it s possible to disable the creation of savepoints if the goal is to | Atomic,"[1, 0, 0, 0, 0]"
16,Atomic,a stack of savepoints identifiers is maintained as an attribute of the,0,a stack of savepoints identifiers is maintained as an attribute of the | Atomic,"[1, 0, 0, 0, 0]"
18,Atomic,none denotes the absence of a savepoint.,0,none denotes the absence of a savepoint. | Atomic,"[1, 0, 0, 0, 0]"
24,AtomicTests,"implementation , there are only a few basic tests with the decorator",0,"implementation , there are only a few basic tests with the decorator | AtomicTests","[0, 0, 0, 1, 0]"
27,AutoFieldMeta,it is intended that autofieldmixin become public api when it is possible to,0,it is intended that autofieldmixin become public api when it is possible to | AutoFieldMeta,"[0, 0, 0, 1, 0]"
29,AutoFieldMeta,stored in the database.,0,stored in the database. | AutoFieldMeta,"[0, 0, 0, 1, 0]"
31,AutoFieldMeta,automatically generated field as a subclass of autofield.,0,automatically generated field as a subclass of autofield. | AutoFieldMeta,"[1, 0, 0, 0, 0]"
33,AutoFieldMeta,to be implemented on field to be used instead.,0,to be implemented on field to be used instead. | AutoFieldMeta,"[1, 0, 0, 0, 0]"
34,AutoFieldMeta,"when these issues have been addressed, this metaclass could be used to",0,"when these issues have been addressed, this metaclass could be used to | AutoFieldMeta","[0, 0, 1, 0, 0]"
38,BarAccount,a service specific account of type bar.,0,a service specific account of type bar. | BarAccount,"[0, 0, 0, 0, 1]"
40,BaseCommand,derive.,0,derive. | BaseCommand,"[0, 0, 0, 0, 1]"
41,BaseCommand,use this class if you want access to all of the mechanisms which,0,use this class if you want access to all of the mechanisms which | BaseCommand,"[0, 0, 1, 0, 0]"
42,BaseCommand,parse the command line arguments and work out what code to call in,0,parse the command line arguments and work out what code to call in | BaseCommand,"[0, 0, 1, 0, 0]"
43,BaseCommand,"response if you don t need to change any of that behavior,",0,"response if you don t need to change any of that behavior, | BaseCommand","[0, 0, 1, 0, 0]"
46,BaseCommand,"the command parsing and execution behavior, the normal flow works",0,"the command parsing and execution behavior, the normal flow works | BaseCommand","[1, 0, 0, 0, 0]"
49,BaseCommand,django admin or manage^py loads the command class,0,django admin or manage^py loads the command class | BaseCommand,"[1, 0, 0, 0, 0]"
52,BaseCommand,the run from argv method calls create parser to get,0,the run from argv method calls create parser to get | BaseCommand,"[1, 0, 0, 0, 0]"
54,BaseCommand,any environment changes requested by options like,0,any environment changes requested by options like | BaseCommand,"[1, 0, 0, 0, 0]"
55,BaseCommand,"pythonpath , and then calls the execute method,",0,"pythonpath , and then calls the execute method, | BaseCommand","[1, 0, 0, 0, 0]"
56,BaseCommand,passing the parsed arguments.,0,passing the parsed arguments. | BaseCommand,"[1, 0, 0, 0, 0]"
59,BaseCommand,calling the handle method with the parsed arguments any,0,calling the handle method with the parsed arguments any | BaseCommand,"[1, 0, 0, 0, 0]"
61,BaseCommand,"output and, if the command is intended to produce a block of",0,"output and, if the command is intended to produce a block of | BaseCommand","[1, 0, 0, 0, 0]"
62,BaseCommand,"sql statements, will be wrapped in begin and commit .",0,"sql statements, will be wrapped in begin and commit . | BaseCommand","[1, 0, 0, 0, 0]"
63,BaseCommand,4,0,4 | BaseCommand,"[1, 0, 0, 0, 0]"
64,BaseCommand,if handle or execute raised any exception eg,0,if handle or execute raised any exception eg | BaseCommand,"[1, 0, 0, 0, 0]"
65,BaseCommand,"commanderror , run from argv will instead print an error",0,"commanderror , run from argv will instead print an error | BaseCommand","[1, 0, 0, 0, 0]"
66,BaseCommand,message to stderr .,0,message to stderr . | BaseCommand,"[1, 0, 0, 0, 0]"
68,BaseCommand,subclasses many built in commands and command types either place,0,subclasses many built in commands and command types either place | BaseCommand,"[0, 0, 1, 0, 0]"
69,BaseCommand,"all of their logic in handle , or perform some additional",0,"all of their logic in handle , or perform some additional | BaseCommand","[0, 0, 1, 0, 0]"
70,BaseCommand,parsing work in handle and then delegate from it to more,0,parsing work in handle and then delegate from it to more | BaseCommand,"[0, 0, 1, 0, 0]"
71,BaseCommand,specialized methods as needed.,0,specialized methods as needed. | BaseCommand,"[0, 0, 1, 0, 0]"
74,BaseCommand,"a short description of the command, which will be printed in",0,"a short description of the command, which will be printed in | BaseCommand","[0, 1, 0, 0, 0]"
75,BaseCommand,output transaction,0,output transaction | BaseCommand,"[0, 1, 0, 0, 0]"
76,BaseCommand,a boolean indicating whether the command outputs sql,0,a boolean indicating whether the command outputs sql | BaseCommand,"[0, 1, 0, 0, 0]"
78,BaseCommand,wrapped with begin and commit .,0,wrapped with begin and commit . | BaseCommand,"[0, 1, 0, 0, 0]"
83,BaseCommand,migrations on disk don t match the migrations in the database.,0,migrations on disk don t match the migrations in the database. | BaseCommand,"[0, 1, 0, 0, 0]"
85,BaseCommand,"a boolean if true , entire django project will be checked for errors",0,"a boolean if true , entire django project will be checked for errors | BaseCommand","[0, 1, 0, 0, 0]"
86,BaseCommand,prior to executing the command.,0,prior to executing the command. | BaseCommand,"[0, 1, 0, 0, 0]"
87,BaseCommand,to validate an individual application s models,0,to validate an individual application s models | BaseCommand,"[0, 1, 0, 0, 0]"
91,BaseCommand,app registry.,0,app registry. | BaseCommand,"[0, 1, 0, 0, 0]"
92,BaseDatabaseSchemaEditor,this class and its subclasses are responsible for emitting schema changing,0,this class and its subclasses are responsible for emitting schema changing | BaseDatabaseSchemaEditor,"[0, 0, 1, 0, 1]"
93,BaseDatabaseSchemaEditor,"statements to the databases model creation removal alteration, field",0,"statements to the databases model creation removal alteration, field | BaseDatabaseSchemaEditor","[0, 0, 1, 0, 1]"
94,BaseDatabaseSchemaEditor,"renaming, index fiddling, and so on.",0,"renaming, index fiddling, and so on. | BaseDatabaseSchemaEditor","[0, 0, 1, 0, 1]"
95,BaseExpression,base class for all query expressions.,0,base class for all query expressions. | BaseExpression,"[0, 0, 0, 0, 1]"
97,BaseUpdateView,using this base class requires subclassing to provide a response mixin.,0,using this base class requires subclassing to provide a response mixin. | BaseUpdateView,"[0, 0, 1, 0, 0]"
98,BaseYearArchiveView,list of objects published in a given year.,0,list of objects published in a given year. | BaseYearArchiveView,"[0, 0, 0, 0, 1]"
99,BCryptSHA256PasswordHasher,secure password hashing using the bcrypt algorithm recommended,0,secure password hashing using the bcrypt algorithm recommended | BCryptSHA256PasswordHasher,"[0, 0, 0, 0, 1]"
101,BCryptSHA256PasswordHasher,must first install the bcrypt library.,0,must first install the bcrypt library. | BCryptSHA256PasswordHasher,"[1, 0, 0, 0, 0]"
103,BoundWidget,this is useful for,0,this is useful for | BoundWidget,"[0, 0, 1, 0, 0]"
105,BoundWidget,"for example, the following can be used in a",0,"for example, the following can be used in a | BoundWidget","[1, 0, 0, 0, 0]"
109,BoundWidget,radio^choice label,0,radio^choice label | BoundWidget,"[1, 0, 0, 0, 0]"
111,BoundWidget,label,0,label | BoundWidget,"[1, 0, 0, 0, 0]"
112,BoundWidget,% endfor %,0,% endfor % | BoundWidget,"[1, 0, 0, 0, 0]"
114,CacheHandler,ensure only one instance of each alias exists per thread.,0,ensure only one instance of each alias exists per thread. | CacheHandler,"[0, 0, 0, 1, 0]"
115,Choices,class for creating enumerated choices.,0,class for creating enumerated choices. | Choices,"[0, 1, 0, 0, 1]"
117,ChunkIter,given a file like object as the,0,given a file like object as the | ChunkIter,"[0, 0, 0, 1, 0]"
119,Client,a class that can act as a client for testing purposes.,0,a class that can act as a client for testing purposes. | Client,"[0, 0, 0, 0, 1]"
120,Client,"it allows the user to compose get and post requests, and",0,"it allows the user to compose get and post requests, and | Client","[0, 0, 0, 1, 0]"
122,Client,the server response objects are annotated with the details,0,the server response objects are annotated with the details | Client,"[0, 0, 0, 1, 0]"
124,Client,process of serving the request.,0,process of serving the request. | Client,"[0, 0, 0, 1, 0]"
126,Client,thus session details for the lifetime of the client instance.,0,thus session details for the lifetime of the client instance. | Client,"[0, 0, 0, 1, 0]"
127,Client,this is not intended as a replacement for twill selenium or,0,this is not intended as a replacement for twill selenium or | Client,"[0, 0, 1, 0, 0]"
129,Client,"contexts and templates produced by a view, rather than the",0,"contexts and templates produced by a view, rather than the | Client","[0, 0, 1, 0, 0]"
130,Client,html rendered to the end user.,0,html rendered to the end user. | Client,"[0, 0, 1, 0, 0]"
131,Combinable,provide the ability to combine one or two objects with,0,provide the ability to combine one or two objects with | Combinable,"[0, 0, 0, 0, 1]"
132,Combinable,some connector.,0,some connector. | Combinable,"[0, 0, 0, 0, 1]"
133,Combinable,for example f foo f bar .,0,for example f foo f bar . | Combinable,"[1, 0, 0, 0, 0]"
140,CustomArticleAdmin,tests various hooks for using custom templates and contexts.,0,tests various hooks for using custom templates and contexts. | CustomArticleAdmin,"[0, 0, 0, 0, 1]"
141,CustomCacheKeyValidationTests,tests for the ability to mixin a custom validate key method to,0,tests for the ability to mixin a custom validate key method to | CustomCacheKeyValidationTests,"[0, 0, 0, 0, 1]"
144,CustomCacheKeyValidationTests,"backend, and override the default key validation.",0,"backend, and override the default key validation. | CustomCacheKeyValidationTests","[0, 0, 0, 1, 0]"
145,CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,0,tests a custom remoteusermiddleware subclass with custom http auth user | CustomHeaderRemoteUserTest,"[0, 1, 0, 0, 1]"
146,DatabaseReceiver,used in the tests for the database argument in signals #13552,0,used in the tests for the database argument in signals #13552 | DatabaseReceiver,"[0, 0, 0, 0, 1]"
148,DisallowedModelAdminToField,invalid to field was passed to admin view via url query string,0,invalid to field was passed to admin view via url query string | DisallowedModelAdminToField,"[0, 0, 0, 0, 1]"
149,DjangoHTMLTranslator,django specific rest to html tweaks.,0,django specific rest to html tweaks. | DjangoHTMLTranslator,"[0, 0, 0, 0, 1]"
154,ExceptionThatFailsUnpickling,"after pickling, this class fails unpickling with an error about incorrect",0,"after pickling, this class fails unpickling with an error about incorrect | ExceptionThatFailsUnpickling","[0, 0, 0, 0, 1]"
155,ExceptionThatFailsUnpickling,arguments passed to init .,0,arguments passed to init . | ExceptionThatFailsUnpickling,"[0, 0, 0, 0, 1]"
156,FakePayload,a wrapper around bytesio that restricts what can be read since data from,0,a wrapper around bytesio that restricts what can be read since data from | FakePayload,"[0, 0, 0, 0, 1]"
157,FakePayload,the network can t be sought and cannot be read outside of its content,0,the network can t be sought and cannot be read outside of its content | FakePayload,"[0, 0, 0, 0, 1]"
158,FakePayload,length.,0,length. | FakePayload,"[0, 0, 0, 0, 1]"
159,FakePayload,this makes sure that views can t do anything under the test client,0,this makes sure that views can t do anything under the test client | FakePayload,"[0, 0, 0, 1, 0]"
161,FallbackStorage,try to store all messages in the first backend.,0,try to store all messages in the first backend. | FallbackStorage,"[0, 0, 0, 1, 0]"
162,FallbackStorage,store any unstored,0,store any unstored | FallbackStorage,"[0, 0, 0, 1, 0]"
164,FootNote,model added for ticket 19838,0,model added for ticket 19838 | FootNote,"[0, 0, 1, 0, 0]"
166,Group,table column fields,0,table column fields | Group,"[0, 0, 0, 0, 1]"
167,GZipMiddleware,on the accept encoding header.,0,on the accept encoding header. | GZipMiddleware,"[0, 0, 0, 0, 1]"
168,HiddenRangeWidget,a widget that splits input into two input type hidden inputs.,0,a widget that splits input into two input type hidden inputs. | HiddenRangeWidget,"[0, 0, 0, 0, 1]"
170,ImageFileDescriptor,the only difference is,0,the only difference is | ImageFileDescriptor,"[0, 0, 0, 1, 0]"
171,ImageFileDescriptor,"assigning the width height to the width field height field, if appropriate.",0,"assigning the width height to the width field height field, if appropriate. | ImageFileDescriptor","[0, 0, 0, 1, 0]"
172,IncompleteCategoryFormWithExclude,a form that replaces the model s url field with a custom one.,0,a form that replaces the model s url field with a custom one. | IncompleteCategoryFormWithExclude,"[0, 0, 0, 0, 1]"
173,Individual,a model with a fk to itself.,0,a model with a fk to itself. | Individual,"[0, 0, 0, 0, 1]"
178,Individual,related instances rendering will be called programmatically in this case .,0,related instances rendering will be called programmatically in this case . | Individual,"[1, 0, 1, 0, 0]"
179,InputStreamExhausted,no more reads are allowed from this device.,0,no more reads are allowed from this device. | InputStreamExhausted,"[0, 0, 0, 1, 1]"
183,ListMixin,a base class which provides complete list interface.,0,a base class which provides complete list interface. | ListMixin,"[0, 0, 0, 0, 1]"
186,ListMixin,"function get single external self, i",0,"function get single external self, i | ListMixin","[0, 0, 0, 1, 0]"
187,ListMixin,return single item with index i for general use.,0,return single item with index i for general use. | ListMixin,"[0, 0, 0, 1, 0]"
188,ListMixin,the index i will always satisfy 0 i len self .,0,the index i will always satisfy 0 i len self . | ListMixin,"[0, 0, 0, 1, 0]"
190,ListMixin,"same as above, but for use within the class optional",0,"same as above, but for use within the class optional | ListMixin","[0, 0, 0, 1, 0]"
191,ListMixin,note that if get single internal and get single internal return,0,note that if get single internal and get single internal return | ListMixin,"[0, 0, 0, 1, 0]"
192,ListMixin,"different types of objects, set list must distinguish",0,"different types of objects, set list must distinguish | ListMixin","[0, 0, 0, 1, 0]"
193,ListMixin,between the two and handle each appropriately.,0,between the two and handle each appropriately. | ListMixin,"[0, 0, 0, 1, 0]"
194,ListMixin,"function set list self, length, items",0,"function set list self, length, items | ListMixin","[0, 0, 0, 1, 0]"
195,ListMixin,recreate the entire object.,0,recreate the entire object. | ListMixin,"[0, 0, 0, 1, 0]"
197,ListMixin,"therefore, it is necessary to cache the values in a temporary",0,"therefore, it is necessary to cache the values in a temporary | ListMixin","[0, 0, 0, 1, 0]"
198,ListMixin,temp list items,0,temp list items | ListMixin,"[0, 0, 0, 1, 0]"
199,ListMixin,before clobbering the original storage.,0,before clobbering the original storage. | ListMixin,"[0, 0, 0, 1, 0]"
200,ListMixin,"function set single self, i, value",0,"function set single self, i, value | ListMixin","[0, 0, 0, 1, 0]"
201,ListMixin,set the single item at index i to value optional,0,set the single item at index i to value optional | ListMixin,"[0, 0, 0, 1, 0]"
203,ListMixin,the object using set list.,0,the object using set list. | ListMixin,"[0, 0, 0, 1, 0]"
204,ListMixin,function len self,0,function len self | ListMixin,"[0, 0, 0, 1, 0]"
205,ListMixin,return the length,0,return the length | ListMixin,"[0, 0, 0, 1, 0]"
206,ListMixin,int minlength,0,int minlength | ListMixin,"[0, 0, 0, 1, 0]"
207,ListMixin,the minimum legal length optional,0,the minimum legal length optional | ListMixin,"[0, 0, 0, 1, 0]"
208,ListMixin,int maxlength,0,int maxlength | ListMixin,"[0, 0, 0, 1, 0]"
209,ListMixin,the maximum legal length optional,0,the maximum legal length optional | ListMixin,"[0, 0, 0, 1, 0]"
210,ListMixin,type or tuple allowed,0,type or tuple allowed | ListMixin,"[0, 0, 0, 1, 0]"
211,ListMixin,a type or tuple of allowed item types optional,0,a type or tuple of allowed item types optional | ListMixin,"[0, 0, 0, 1, 0]"
212,LogoutThenLoginTests,tests for the logout then login view,0,tests for the logout then login view | LogoutThenLoginTests,"[0, 0, 0, 0, 1]"
213,MakeListTests,"the make list filter can destroy existing escaping, so the results are",0,"the make list filter can destroy existing escaping, so the results are | MakeListTests","[0, 0, 0, 1, 0]"
214,MakeListTests,escaped.,0,escaped. | MakeListTests,"[0, 0, 0, 1, 0]"
215,ManagementForm,keep track of how many form instances are displayed on the page.,0,keep track of how many form instances are displayed on the page. | ManagementForm,"[0, 0, 0, 0, 1]"
216,MemcachedCache,an implementation of a cache binding using python memcached,0,an implementation of a cache binding using python memcached | MemcachedCache,"[0, 0, 0, 0, 1]"
217,MemoryFileUploadHandler,file upload handler to stream uploads into memory used for small files .,0,file upload handler to stream uploads into memory used for small files . | MemoryFileUploadHandler,"[0, 0, 0, 0, 1]"
218,Migration,the base class for all migrations.,0,the base class for all migrations. | Migration,"[0, 0, 0, 0, 1]"
219,Migration,it will have one or more,0,it will have one or more | Migration,"[1, 1, 0, 0, 0]"
220,Migration,of the following attributes,0,of the following attributes | Migration,"[1, 1, 0, 0, 0]"
221,Migration,"operations a list of operation instances, probably from django^db.migrations^operations",0,"operations a list of operation instances, probably from django^db.migrations^operations | Migration","[1, 1, 0, 0, 0]"
222,Migration,"dependencies a list of tuples of app path, migration name",0,"dependencies a list of tuples of app path, migration name | Migration","[1, 1, 0, 0, 0]"
223,Migration,"run before a list of tuples of app path, migration name",0,"run before a list of tuples of app path, migration name | Migration","[1, 1, 0, 0, 0]"
224,Migration,replaces a list of migration names,0,replaces a list of migration names | Migration,"[1, 1, 0, 0, 0]"
225,MigrationGraph,represent the digraph of all migrations in a project.,0,represent the digraph of all migrations in a project. | MigrationGraph,"[0, 0, 0, 0, 1]"
226,MigrationGraph,"each migration is a node, and each dependency is an edge.",0,"each migration is a node, and each dependency is an edge. | MigrationGraph","[0, 0, 1, 0, 0]"
227,MigrationGraph,there are,0,there are | MigrationGraph,"[0, 0, 1, 0, 0]"
228,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,0,no implicit dependencies between numbered migrations the numbering is | MigrationGraph,"[0, 0, 1, 0, 0]"
232,MigrationGraph,the graph handler isn t responsible,0,the graph handler isn t responsible | MigrationGraph,"[1, 0, 0, 0, 0]"
234,MigrationGraph,migration files and if the replaced migrations are all either unapplied,0,migration files and if the replaced migrations are all either unapplied | MigrationGraph,"[1, 0, 0, 0, 0]"
236,MigrationGraph,"replacing migration, and repoint any dependencies that pointed to the",0,"replacing migration, and repoint any dependencies that pointed to the | MigrationGraph","[1, 0, 0, 0, 0]"
240,MigrationLoader,"on initialization, this class will scan those directories, and open and",0,"on initialization, this class will scan those directories, and open and | MigrationLoader","[0, 0, 0, 1, 0]"
244,MigrationLoader,django^db.migrations^migration for what that looks like.,0,django^db.migrations^migration for what that looks like. | MigrationLoader,"[0, 0, 0, 1, 0]"
248,MigrationLoader,"disk, then they are injected into the main set, replacing the named migrations.",0,"disk, then they are injected into the main set, replacing the named migrations. | MigrationLoader","[0, 0, 0, 1, 0]"
250,MigrationLoader,new migration.,0,new migration. | MigrationLoader,"[0, 0, 0, 1, 0]"
254,MigrationLoader,in memory.,0,in memory. | MigrationLoader,"[1, 0, 0, 0, 0]"
266,MultiPartParser,multivaluedict^parse reads the input stream in chunk size chunks,0,multivaluedict^parse reads the input stream in chunk size chunks | MultiPartParser,"[0, 0, 1, 0, 0]"
267,MultiPartParser,"and returns a tuple of multivaluedict post , multivaluedict files .",0,"and returns a tuple of multivaluedict post , multivaluedict files . | MultiPartParser","[0, 0, 1, 0, 0]"
268,MultiValueDict,a subclass of dictionary customized to handle multiple values for the,0,a subclass of dictionary customized to handle multiple values for the | MultiValueDict,"[0, 0, 0, 0, 1]"
269,MultiValueDict,same key.,0,same key. | MultiValueDict,"[0, 0, 0, 0, 1]"
270,MultiValueDict,"d multivaluedict name adrian , simon , position developer",0,"d multivaluedict name adrian , simon , position developer | MultiValueDict","[1, 0, 0, 0, 0]"
272,MultiValueDict,simon,0,simon | MultiValueDict,"[1, 0, 0, 0, 0]"
275,MultiValueDict,"d^get lastname , nonexistent",0,"d^get lastname , nonexistent | MultiValueDict","[1, 0, 0, 0, 0]"
284,MultiValueField,aggregate the logic of multiple fields.,0,aggregate the logic of multiple fields. | MultiValueField,"[0, 0, 0, 0, 1]"
285,MultiValueField,"its clean method takes a decompressed list of values, which are then",0,"its clean method takes a decompressed list of values, which are then | MultiValueField","[0, 0, 0, 1, 0]"
287,MultiValueField,each value in,0,each value in | MultiValueField,"[0, 0, 0, 1, 0]"
288,MultiValueField,this list is cleaned by the corresponding field the first value is,0,this list is cleaned by the corresponding field the first value is | MultiValueField,"[0, 0, 0, 1, 0]"
289,MultiValueField,"cleaned by the first field, the second value is cleaned by the second",0,"cleaned by the first field, the second value is cleaned by the second | MultiValueField","[0, 0, 0, 1, 0]"
291,MultiValueField,compressed into a single value.,0,compressed into a single value. | MultiValueField,"[0, 0, 0, 1, 0]"
293,MultiWidget,"in addition to the values added by widget^get context , this widget",0,"in addition to the values added by widget^get context , this widget | MultiWidget","[0, 0, 0, 1, 0]"
295,MultiWidget,these can be looped over and rendered like normal widgets.,0,these can be looped over and rendered like normal widgets. | MultiWidget,"[0, 0, 0, 1, 0]"
297,NestedObjectsTests,tests for nestedobject utility collection.,0,tests for nestedobject utility collection. | NestedObjectsTests,"[0, 0, 0, 0, 1]"
298,Operation,base class for migration operations.,0,base class for migration operations. | Operation,"[0, 0, 0, 0, 1]"
299,Operation,it s responsible for both mutating the in memory model state,0,it s responsible for both mutating the in memory model state | Operation,"[0, 0, 0, 1, 0]"
300,Operation,"see db migrations state^py to represent what it performs, as well",0,"see db migrations state^py to represent what it performs, as well | Operation","[0, 0, 0, 1, 0]"
302,OverwritingStorage,overwrite existing files instead of appending a suffix to generate an,0,overwrite existing files instead of appending a suffix to generate an | OverwritingStorage,"[0, 0, 0, 0, 1]"
304,ParentWithDependentChildren,model where the validation of child foreign key relationships depends,0,model where the validation of child foreign key relationships depends | ParentWithDependentChildren,"[0, 0, 0, 0, 1]"
305,ParentWithDependentChildren,on validation of the parent,0,on validation of the parent | ParentWithDependentChildren,"[0, 0, 0, 0, 1]"
306,Permission,the permissions system provides a way to assign permissions to specific,0,the permissions system provides a way to assign permissions to specific | Permission,"[0, 0, 0, 0, 1]"
307,Permission,users and groups of users.,0,users and groups of users. | Permission,"[0, 0, 0, 0, 1]"
311,Permission,the add permission limits the user s ability to view the add form,0,the add permission limits the user s ability to view the add form | Permission,"[1, 0, 0, 0, 0]"
312,Permission,and add an object.,0,and add an object. | Permission,"[1, 0, 0, 0, 0]"
313,Permission,the change permission limits a user s ability to view the change,0,the change permission limits a user s ability to view the change | Permission,"[1, 0, 0, 0, 0]"
314,Permission,"list, view the change form and change an object.",0,"list, view the change form and change an object. | Permission","[1, 0, 0, 0, 0]"
315,Permission,the delete permission limits the ability to delete an object.,0,the delete permission limits the ability to delete an object. | Permission,"[1, 0, 0, 0, 0]"
317,Permission,the permissions listed above are automatically created for each model.,0,the permissions listed above are automatically created for each model. | Permission,"[0, 0, 0, 1, 0]"
319,ProxyModelInheritanceTests,for the proxied model as described in #12286 .,0,for the proxied model as described in #12286 . | ProxyModelInheritanceTests,"[0, 0, 0, 0, 1]"
321,ProxyModelInheritanceTests,"apps and calls migrate, then verifies that the table has been created.",0,"apps and calls migrate, then verifies that the table has been created. | ProxyModelInheritanceTests","[0, 0, 0, 1, 0]"
322,RawPostDataException,you cannot access raw post data from a request that has,0,you cannot access raw post data from a request that has | RawPostDataException,"[0, 0, 0, 0, 1]"
323,RawPostDataException,"multipart post data if it has been accessed via post,",0,"multipart post data if it has been accessed via post, | RawPostDataException","[0, 0, 0, 1, 1]"
324,RawPostDataException,"files, etc.",0,"files, etc. | RawPostDataException","[0, 0, 0, 1, 1]"
326,RemoteTestRunner,run tests and record everything but don t display anything.,0,run tests and record everything but don t display anything. | RemoteTestRunner,"[0, 0, 0, 0, 1]"
327,RequestFactoryEnvironmentTests,regression tests for #8551 and #17067 ensure that environment variables,0,regression tests for #8551 and #17067 ensure that environment variables | RequestFactoryEnvironmentTests,"[0, 0, 0, 1, 1]"
328,RequestFactoryEnvironmentTests,are set correctly in requestfactory.,0,are set correctly in requestfactory. | RequestFactoryEnvironmentTests,"[0, 0, 0, 1, 1]"
329,ReverseGenericManyToOneDescriptor,accessor to the related objects manager on the one to many relation created,0,accessor to the related objects manager on the one to many relation created | ReverseGenericManyToOneDescriptor,"[0, 0, 0, 0, 1]"
330,ReverseGenericManyToOneDescriptor,by genericrelation.,0,by genericrelation. | ReverseGenericManyToOneDescriptor,"[0, 0, 0, 0, 1]"
331,ReverseGenericManyToOneDescriptor,in the example,0,in the example | ReverseGenericManyToOneDescriptor,"[1, 0, 0, 0, 0]"
332,ReverseGenericManyToOneDescriptor,class post model,0,class post model | ReverseGenericManyToOneDescriptor,"[1, 0, 0, 0, 0]"
333,ReverseGenericManyToOneDescriptor,comments genericrelation comment,0,comments genericrelation comment | ReverseGenericManyToOneDescriptor,"[1, 0, 0, 0, 0]"
335,SameAsLookup,the operator is the same as operator.,0,the operator is the same as operator. | SameAsLookup,"[0, 0, 0, 1, 1]"
336,SameAsLookup,it tests actual geometric,0,it tests actual geometric | SameAsLookup,"[0, 0, 0, 1, 1]"
337,SameAsLookup,equality of two features.,0,equality of two features. | SameAsLookup,"[0, 0, 0, 1, 1]"
338,SameAsLookup,"so if a and b are the same feature,",0,"so if a and b are the same feature, | SameAsLookup","[0, 0, 0, 1, 1]"
339,SameAsLookup,"vertex by vertex, the operator returns true.",0,"vertex by vertex, the operator returns true. | SameAsLookup","[0, 0, 0, 1, 1]"
340,Serializer,convert a queryset to json.,0,convert a queryset to json. | Serializer,"[0, 0, 0, 0, 1]"
344,SessionStore,inside the custom session model.,0,inside the custom session model. | SessionStore,"[0, 0, 0, 1, 0]"
345,SimpleView,a simple view with a docstring.,0,a simple view with a docstring. | SimpleView,"[0, 0, 0, 0, 1]"
347,SpatialRefSysMixin,spatialrefsys objects to reduce redundant code.,0,spatialrefsys objects to reduce redundant code. | SpatialRefSysMixin,"[0, 0, 1, 0, 1]"
348,SplitHiddenDateTimeWidget,a widget that splits datetime input into two input type hidden inputs.,0,a widget that splits datetime input into two input type hidden inputs. | SplitHiddenDateTimeWidget,"[0, 0, 0, 0, 1]"
353,TemplateDoesNotExist,the exception used when a template does not exist.,0,the exception used when a template does not exist. | TemplateDoesNotExist,"[0, 0, 0, 0, 1]"
356,TemplateDoesNotExist,tried,0,tried | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
357,TemplateDoesNotExist,this,0,this | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
358,TemplateDoesNotExist,"is formatted as a list of tuples containing origin, status , where",0,"is formatted as a list of tuples containing origin, status , where | TemplateDoesNotExist","[0, 1, 0, 0, 0]"
360,TemplateDoesNotExist,reason the template wasn t found.,0,reason the template wasn t found. | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
361,TemplateDoesNotExist,chain,0,chain | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
363,TemplateDoesNotExist,this is used to,0,this is used to | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
364,TemplateDoesNotExist,encapsulate multiple exceptions when loading templates from multiple,0,encapsulate multiple exceptions when loading templates from multiple | TemplateDoesNotExist,"[0, 1, 0, 0, 0]"
