index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
7327,NamenodeFsck.java,if there were internal errors during the fsck operation we want to return failure status even if those errors were not immediately fatal otherwise many unit tests will pass even when there are bugs,0,if there were internal errors during the fsck operation we want to return failure status even if those errors were not immediately fatal otherwise many unit tests will pass even when there are bugs | namenodefsck java,"[0, 0, 0, 0, 0, 0, 1]"
7328,NamenodeFsck.java,check files on dfs starting from the indicated path,0,check files on dfs starting from the indicated path | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7329,NamenodeFsck.java,report block replicas status on datanodes,0,report block replicas status on datanodes | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7330,NamenodeFsck.java,record datanodes that have corrupted block replica,0,record datanodes that have corrupted block replica | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7331,NamenodeFsck.java,find which file this block belongs to,0,find which file this block belongs to | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7333,NamenodeFsck.java,check block information given a blockid number,0,check block information given a blockid number | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7334,NamenodeFsck.java,param conf configuration namenode config,0,param conf configuration namenode config | namenodefsck java,"[0, 0, 0, 1, 0, 0, 0]"
7335,NamenodeFsck.java,param namenode namenode that this fsck is going to use,0,param namenode namenode that this fsck is going to use | namenodefsck java,"[0, 0, 0, 1, 0, 0, 0]"
7336,NamenodeFsck.java,param pmap key value map passed to the http servlet as url parameters,0,param pmap key value map passed to the http servlet as url parameters | namenodefsck java,"[0, 0, 0, 1, 0, 0, 0]"
7337,NamenodeFsck.java,param out output stream to write the fsck output,0,param out output stream to write the fsck output | namenodefsck java,"[0, 0, 0, 1, 0, 0, 0]"
7338,NamenodeFsck.java,param totaldatanodes number of live datanodes,0,param totaldatanodes number of live datanodes | namenodefsck java,"[0, 0, 0, 1, 0, 0, 0]"
7340,NamenodeFsck.java,filesystem checker,0,filesystem checker | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7341,NamenodeFsck.java,we return back n files that are corrupt the list of files returned is ordered by block id to allow continuation support pass in the last block from previous call,0,we return back n files that are corrupt the list of files returned is ordered by block id to allow continuation support pass in the last block from previous call | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7342,NamenodeFsck.java,true if the user specified the -delete option whe this option is in effect we will delete corrupted files,0,true if the user specified the -delete option whe this option is in effect we will delete corrupted files | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7344,NamenodeFsck.java,true if we encountered an internal error during fsck such as not being able to delete a corrupt file,0,true if we encountered an internal error during fsck such as not being able to delete a corrupt file | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7346,NamenodeFsck.java,this class provides rudimentary checking of dfs volumes for errors and sub-optimal conditions,0,this class provides rudimentary checking of dfs volumes for errors and sub-optimal conditions | namenodefsck java,"[1, 0, 0, 0, 0, 0, 0]"
7347,NamenodeFsck.java,p the tool scans all files and directories starting from an indicated root path the following abnormal conditions are detected and handled p ul li files with blocks that are completely missing from all datanodes br in this case the tool can perform one of the following actions ul li none link fixing none li li move corrupted files to lost found directory on dfs link fixing move remaining data blocks are saved as a block chains representing longest consecutive series of valid blocks li li delete corrupted files link fixing delete li ul li li detect files with under-replicated or over-replicated blocks li ul additionally the tool collects a detailed overall dfs statistics and optionally can print detailed statistics on block locations and replication factors of each file,0,p the tool scans all files and directories starting from an indicated root path the following abnormal conditions are detected and handled p ul li files with blocks that are completely missing from all datanodes br in this case the tool can perform one of the following actions ul li none link fixing none li li move corrupted files to lost found directory on dfs link fixing move remaining data blocks are saved as a block chains representing longest consecutive series of valid blocks li li delete corrupted files link fixing delete li ul li li detect files with under-replicated or over-replicated blocks li ul additionally the tool collects a detailed overall dfs statistics and optionally can print detailed statistics on block locations and replication factors of each file | namenodefsck java,"[0, 0, 1, 0, 0, 0, 0]"
7348,Parameter.java,author jmourits google com jerome mourits,0,author jmourits google com jerome mourits | parameter java,"[0, 1, 0, 0, 0, 0, 0]"
7350,Parameter.java,models a method or constructor parameter,0,models a method or constructor parameter | parameter java,"[1, 0, 0, 0, 0, 0, 0]"
7353,Parameter.java,returns the unique binding annotation from the specified list or code null if there are none,0,returns the unique binding annotation from the specified list or code null if there are none | parameter java,"[1, 0, 0, 0, 0, 0, 0]"
7354,Parameter.java,replace annotation instances with annotation types this is only appropriate for testing if a key is bound and not for injecting,0,replace annotation instances with annotation types this is only appropriate for testing if a key is bound and not for injecting | parameter java,"[1, 0, 0, 0, 0, 0, 0]"
7355,Parameter.java,this method is particularly lame - we really need an api that can test for any binding implicit or explicit,0,this method is particularly lame - we really need an api that can test for any binding implicit or explicit | parameter java,"[1, 0, 0, 0, 0, 0, 0]"
7357,ICPPFunctionInstance.java,contributors nathan ridge - initial api and implementation,0,contributors nathan ridge - initial api and implementation | icppfunctioninstance java,"[0, 1, 0, 0, 0, 0, 0]"
7358,ICPPFunctionInstance.java,this interface represents an instantiation or an explicit specialization of a function template,0,this interface represents an instantiation or an explicit specialization of a function template | icppfunctioninstance java,"[1, 0, 0, 0, 0, 0, 0]"
7360,ICPPFunctionInstance.java,noextend this interface is not intended to be extended by clients,0,noextend this interface is not intended to be extended by clients | icppfunctioninstance java,"[0, 0, 0, 1, 0, 0, 0]"
7361,ICPPFunctionInstance.java,since 5 8,0,since 5 8 | icppfunctioninstance java,"[0, 0, 0, 1, 0, 0, 0]"
7363,AnnotationHover.java,annotationhover this annotation hover shows the description of the selected annotation,0,annotationhover this annotation hover shows the description of the selected annotation | annotationhover java,"[1, 0, 0, 0, 0, 0, 0]"
7364,ApplicationWorkbenchWindowAdvisor.java,contributors red hat inc - initial api and implementation marc khouzam ericsson - update for remote debugging support bug 450080,0,contributors red hat inc - initial api and implementation marc khouzam ericsson - update for remote debugging support bug 450080 | applicationworkbenchwindowadvisor java,"[0, 1, 0, 0, 0, 0, 0]"
7365,ApplicationWorkbenchWindowAdvisor.java,save the workspace,0,save the workspace | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7367,ApplicationWorkbenchWindowAdvisor.java,rethrow exception,0,rethrow exception | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7368,ApplicationWorkbenchWindowAdvisor.java,if no last configuration or user has changed the executable we need to create a new configuration and remove artifacts from the old one,0,if no last configuration or user has changed the executable we need to create a new configuration and remove artifacts from the old one | applicationworkbenchwindowadvisor java,"[0, 0, 0, 0, 0, 0, 1]"
7371,ApplicationWorkbenchWindowAdvisor.java,bring up new executable dialog with values from the last launch,0,bring up new executable dialog with values from the last launch | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7372,ApplicationWorkbenchWindowAdvisor.java,no executable specified look for last launch and offer that to the end-user,0,no executable specified look for last launch and offer that to the end-user | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7373,ApplicationWorkbenchWindowAdvisor.java,throw internal exception which will be caught below,0,throw internal exception which will be caught below | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7374,ApplicationWorkbenchWindowAdvisor.java,check and see if we failed above and if so quit,0,check and see if we failed above and if so quit | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7375,ApplicationWorkbenchWindowAdvisor.java,throw internal exception which will be caught below,0,throw internal exception which will be caught below | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7377,ApplicationWorkbenchWindowAdvisor.java,verify what we can about the port address and executable,0,verify what we can about the port address and executable | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7379,ApplicationWorkbenchWindowAdvisor.java,check and see if we failed above and if so quit,0,check and see if we failed above and if so quit | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7380,ApplicationWorkbenchWindowAdvisor.java,verify any core file or executable path is valid,0,verify any core file or executable path is valid | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7381,ApplicationWorkbenchWindowAdvisor.java,remaining values are arguments to the executable,0,remaining values are arguments to the executable | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7382,ApplicationWorkbenchWindowAdvisor.java,make sure executable is still null in case we are dealing with a remote session that is also an attach as the -r flag could have been set first,0,make sure executable is still null in case we are dealing with a remote session that is also an attach as the -r flag could have been set first | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7384,ApplicationWorkbenchWindowAdvisor.java,ignore the application specifier,0,ignore the application specifier | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7385,ApplicationWorkbenchWindowAdvisor.java,ignore the product specifier,0,ignore the product specifier | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7386,ApplicationWorkbenchWindowAdvisor.java,do nothing,0,do nothing | applicationworkbenchwindowadvisor java,"[1, 0, 0, 0, 0, 0, 0]"
7388,QPropertyExpansion.java,a utility class for accessing parts of the q property expansion that have already been entered as well as the offset of various parts of the declaration this is used for things like proposing only parameters that are not already used offering appropriate suggestions for a specific parameter etc,0,a utility class for accessing parts of the q property expansion that have already been entered as well as the offset of various parts of the declaration this is used for things like proposing only parameters that are not already used offering appropriate suggestions for a specific parameter etc | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7390,QPropertyExpansion.java,the offset of the first character in the attributes section this is usually the start of read,0,the offset of the first character in the attributes section this is usually the start of read | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7392,QPropertyExpansion.java,the parsed type of the property,0,the parsed type of the property | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7394,QPropertyExpansion.java,the identifier at which the cursor is currently pointing,0,the identifier at which the cursor is currently pointing | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7395,QPropertyExpansion.java,the identifier before the one where the cursor is pointing this is needed to figure out what values are valid for an attribute like read write etc,0,the identifier before the one where the cursor is pointing this is needed to figure out what values are valid for an attribute like read write etc | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7396,QPropertyExpansion.java,the type name section ends right before the first attribute,0,the type name section ends right before the first attribute | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7398,QPropertyExpansion.java,extract the substring that likely contributes to this q property declaration the declaration could be in any state of being entered so use the heuristicscanner to guess about the possible structure the fixed assumptions are that the content assistant was invoked within the expansion parameter of q property we try to guess at the end of the string which is either the closing paren within 512 characters from the opening paren or the current cursor location the offset is always right after the opening paren use it to get to a fixed point in the declaration,0,extract the substring that likely contributes to this q property declaration the declaration could be in any state of being entered so use the heuristicscanner to guess about the possible structure the fixed assumptions are that the content assistant was invoked within the expansion parameter of q property we try to guess at the end of the string which is either the closing paren within 512 characters from the opening paren or the current cursor location the offset is always right after the opening paren use it to get to a fixed point in the declaration | qpropertyexpansion java,"[0, 0, 1, 0, 0, 0, 0]"
7399,QPropertyExpansion.java,we should only need to backup the length of q property but allow extra to deal with whitespace,0,we should only need to backup the length of q property but allow extra to deal with whitespace | qpropertyexpansion java,"[0, 0, 0, 0, 0, 0, 1]"
7401,QPropertyExpansion.java,find the start of the previous identifier this scans backward so it stops one position before the identifier unless the identifer is at the start of the content,0,find the start of the previous identifier this scans backward so it stops one position before the identifier unless the identifer is at the start of the content | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7402,QPropertyExpansion.java,advance past the opening paren,0,advance past the opening paren | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7403,QPropertyExpansion.java,this expansion is not applicable if the assistant was invoked after the closing paren,0,this expansion is not applicable if the assistant was invoked after the closing paren | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7404,QPropertyExpansion.java,there are two significant regions in a q property declaration the first is everything between the opening paren and the first parameter this region specifies the type and the name the other is the region that declares all the parameters there is an arbitrary amount of whitespace between these regions this function finds and returns the offset of the end of the region containing the type and name returns 0 if the type name region cannot be found,0,there are two significant regions in a q property declaration the first is everything between the opening paren and the first parameter this region specifies the type and the name the other is the region that declares all the parameters there is an arbitrary amount of whitespace between these regions this function finds and returns the offset of the end of the region containing the type and name returns 0 if the type name region cannot be found | qpropertyexpansion java,"[0, 0, 1, 0, 0, 0, 0]"
7405,QPropertyExpansion.java,parse the type name part and then extract the type and name from the result,0,parse the type name part and then extract the type and name from the result | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7406,QPropertyExpansion.java,give attribute proposals the same order as the qt documentation,0,give attribute proposals the same order as the qt documentation | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7407,QPropertyExpansion.java,otherwise create a template where the content depends on the type of the attribute s parameter,0,otherwise create a template where the content depends on the type of the attribute s parameter | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7408,QPropertyExpansion.java,make no suggestions when the start of the current identifier is before the end of the type name portion of the declaration,0,make no suggestions when the start of the current identifier is before the end of the type name portion of the declaration | qpropertyexpansion java,"[1, 0, 0, 0, 0, 0, 0]"
7410,QPropertyExpansion.java,if the previous token is an attribute name that has a parameter then suggest appropriate values for that parameter otherwise suggest the other attribute names,0,if the previous token is an attribute name that has a parameter then suggest appropriate values for that parameter otherwise suggest the other attribute names | qpropertyexpansion java,"[0, 0, 0, 0, 0, 0, 1]"
7411,QPropertyExpansion.java,there are two types of proposals if the previous identifier matches a known attribute name then we propose possible values for that attribute otherwise we want to propose the identifiers that don t already appear in the expansion this is implemented by iterating over the list of known attributes if any of the attributes matches the previous identifier then we build and return a list of valid proposals for that attribute otherwise for each attribute we build a regular expression that checks to see if that token appears within the expansion if it already appears then the attribute is ignored otherwise it is added as an unspecified attribute if the loop completes then we create a list of proposals for from that unspecified list,0,there are two types of proposals if the previous identifier matches a known attribute name then we propose possible values for that attribute otherwise we want to propose the identifiers that don t already appear in the expansion this is implemented by iterating over the list of known attributes if any of the attributes matches the previous identifier then we build and return a list of valid proposals for that attribute otherwise for each attribute we build a regular expression that checks to see if that token appears within the expansion if it already appears then the attribute is ignored otherwise it is added as an unspecified attribute if the loop completes then we create a list of proposals for from that unspecified list | qpropertyexpansion java,"[0, 0, 1, 0, 0, 0, 0]"
7415,CASTProblemDeclaration.java,visit the problem,0,visit the problem | castproblemdeclaration java,"[1, 0, 0, 0, 0, 0, 0]"
7417,CustomLayoutDeclarativeTest.java,author vaadin ltd,0,author vaadin ltd | customlayoutdeclarativetest java,"[0, 1, 0, 0, 0, 0, 0]"
7421,ComponentInStateUI.java,since 7 0 0,0,since 7 0 0 | componentinstateui java,"[0, 0, 0, 1, 0, 0, 0]"
7422,ComponentInStateUI.java,mini tutorial code for https vaadin com wiki - wiki main using 20components 20in 20the 20shared 20state,0,mini tutorial code for https vaadin com wiki - wiki main using 20components 20in 20the 20shared 20state | componentinstateui java,"[1, 0, 0, 0, 0, 0, 0]"
7425,TestTruncateQuotaUpdate.java,make sure we correctly update the quota usage for truncate,0,make sure we correctly update the quota usage for truncate | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7426,TestTruncateQuotaUpdate.java,we need to cover the following cases 1 no snapshot truncate to 0 2 no snapshot truncate at block boundary 3 no snapshot not on block boundary 4 6 with snapshot all the current blocks are included in latest snapshots repeat 1 3 7 9 with snapshot blocks in the latest snapshot and blocks in the current file diverged repeat 1 3,0,we need to cover the following cases 1 no snapshot truncate to 0 2 no snapshot truncate at block boundary 3 no snapshot not on block boundary 4 6 with snapshot all the current blocks are included in latest snapshots repeat 1 3 7 9 with snapshot blocks in the latest snapshot and blocks in the current file diverged repeat 1 3 | testtruncatequotaupdate java,"[0, 0, 1, 0, 0, 0, 0]"
7428,TestTruncateQuotaUpdate.java,case 8 truncate to 2 blocks the original 2 5 blocks are in snapshot the block truncated is not in snapshot diff should be -0 5 block,0,case 8 truncate to 2 blocks the original 2 5 blocks are in snapshot the block truncated is not in snapshot diff should be -0 5 block | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7430,TestTruncateQuotaUpdate.java,case 9 truncate to 0,0,case 9 truncate to 0 | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7431,TestTruncateQuotaUpdate.java,case 1 first truncate to 1 5 blocks we truncate 1 blocks but not on the boundary thus the diff should be -block block - 0 5 block -0 5 block,0,case 1 first truncate to 1 5 blocks we truncate 1 blocks but not on the boundary thus the diff should be -block block - 0 5 block -0 5 block | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7433,TestTruncateQuotaUpdate.java,case 3 truncate to 0,0,case 3 truncate to 0 | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7434,TestTruncateQuotaUpdate.java,case 4 truncate to 1 5 blocks all the blocks are in snapshot truncate need to allocate a new block diff should be blocksize,0,case 4 truncate to 1 5 blocks all the blocks are in snapshot truncate need to allocate a new block diff should be blocksize | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7435,TestTruncateQuotaUpdate.java,case 2 truncate to 1 block,0,case 2 truncate to 1 block | testtruncatequotaupdate java,"[1, 0, 0, 0, 0, 0, 0]"
7438,MemoryTimelineStateStore.java,a state store backed by memory for unit tests,0,a state store backed by memory for unit tests | memorytimelinestatestore java,"[1, 0, 0, 0, 0, 0, 0]"
7439,KeywordSets.java,add all of c then remove the ones we don t need,0,add all of c then remove the ones we don t need | keywordsets java,"[1, 0, 0, 0, 0, 0, 0]"
7440,KeywordSets.java,cpp specific stuff,0,cpp specific stuff | keywordsets java,"[1, 0, 0, 0, 0, 0, 0]"
7441,KeywordSets.java,contributors john camelon ibm rational software - initial api and implementation markus schorn wind river systems,0,contributors john camelon ibm rational software - initial api and implementation markus schorn wind river systems | keywordsets java,"[0, 1, 0, 0, 0, 0, 0]"
7442,FailoverProxyProvider.java,link retrypolicy,0,link retrypolicy | failoverproxyprovider java,"[0, 0, 0, 0, 1, 0, 0]"
7443,FailoverProxyProvider.java,link idempotent,0,link idempotent | failoverproxyprovider java,"[0, 0, 0, 0, 1, 0, 0]"
7447,FailoverProxyProvider.java,an implementer of this interface is capable of providing proxy objects for use in ipc communication and potentially modifying these objects or creating entirely new ones in the event of certain types of failures the determination of whether or not to fail over is handled by link retrypolicy,0,an implementer of this interface is capable of providing proxy objects for use in ipc communication and potentially modifying these objects or creating entirely new ones in the event of certain types of failures the determination of whether or not to fail over is handled by link retrypolicy | failoverproxyprovider java,"[1, 0, 0, 0, 0, 0, 0]"
7448,FailoverProxyProvider.java,the information e g the ip address of the current proxy object it provides information for debugging purposes,0,the information e g the ip address of the current proxy object it provides information for debugging purposes | failoverproxyprovider java,"[1, 0, 0, 0, 0, 0, 0]"
7451,FailoverProxyProvider.java,return a reference to the interface this provider s proxy objects actually implement if any of the methods on this interface are annotated as being link idempotent or link atmostonce then this fact will be passed to the link retrypolicy shouldretry exception int int boolean method on error for use in determining whether or not failover should be attempted,0,return a reference to the interface this provider s proxy objects actually implement if any of the methods on this interface are annotated as being link idempotent or link atmostonce then this fact will be passed to the link retrypolicy shouldretry exception int int boolean method on error for use in determining whether or not failover should be attempted | failoverproxyprovider java,"[1, 0, 0, 0, 0, 0, 0]"
7453,FailoverProxyProvider.java,return the proxy object to invoke methods upon,0,return the proxy object to invoke methods upon | failoverproxyprovider java,"[0, 0, 0, 1, 0, 0, 0]"
7454,FailoverProxyProvider.java,param currentproxy the proxy object which was being used before this failover event,0,param currentproxy the proxy object which was being used before this failover event | failoverproxyprovider java,"[0, 0, 0, 1, 0, 0, 0]"
7455,FailoverProxyProvider.java,return the interface implemented by the proxy objects returned by link failoverproxyprovider getproxy,0,return the interface implemented by the proxy objects returned by link failoverproxyprovider getproxy | failoverproxyprovider java,"[0, 0, 0, 1, 0, 0, 0]"
7457,SignalsViewEventHandler.java,updates the signals view,0,updates the signals view | signalsvieweventhandler java,"[1, 0, 0, 0, 0, 0, 0]"
7459,SignalsViewEventHandler.java,since mar 8 2004,0,since mar 8 2004 | signalsvieweventhandler java,"[0, 0, 0, 1, 0, 0, 0]"
7463,SingletonImmutableTable.java,author gregory kick,0,author gregory kick | singletonimmutabletable java,"[0, 0, 0, 0, 1, 0, 0]"
7464,SingletonImmutableTable.java,an implementation of link immutabletable that holds a single cell,0,an implementation of link immutabletable that holds a single cell | singletonimmutabletable java,"[1, 0, 0, 0, 0, 0, 0]"
7466,DisassemblyResumeAtLineAdapter.java,resume at line target adapter for the dsf disassembly view,0,resume at line target adapter for the dsf disassembly view | disassemblyresumeatlineadapter java,"[1, 0, 0, 0, 0, 0, 0]"
7467,DisassemblyResumeAtLineAdapter.java,since 2 1,0,since 2 1 | disassemblyresumeatlineadapter java,"[0, 0, 0, 1, 0, 0, 0]"
7468,NestedPersonForm.java,example of nested forms,0,example of nested forms | nestedpersonform java,"[1, 0, 0, 0, 0, 0, 0]"
7469,NestedPersonForm.java,creates a person form which contains nested form for the persons address,0,creates a person form which contains nested form for the persons address | nestedpersonform java,"[1, 0, 0, 0, 0, 0, 0]"
7473,NestedPersonForm.java,reuse the address field - required by embeddedform,0,reuse the address field - required by embeddedform | nestedpersonform java,"[1, 0, 0, 0, 0, 0, 0]"
7474,NestedPersonForm.java,create a custom field for the address object,0,create a custom field for the address object | nestedpersonform java,"[1, 0, 0, 0, 0, 0, 0]"
7475,NestedPersonForm.java,note that if the nested form is the first or last field in the parent form styles from the parent padding may leak to its contents,0,note that if the nested form is the first or last field in the parent form styles from the parent padding may leak to its contents | nestedpersonform java,"[0, 0, 0, 0, 0, 0, 1]"
7476,NestedPersonForm.java,set the data source and the visible fields,0,set the data source and the visible fields | nestedpersonform java,"[1, 0, 0, 0, 0, 0, 0]"
7477,SaslDataTransferTestCase.java,param datatransferprotection supported qops,0,param datatransferprotection supported qops | sasldatatransfertestcase java,"[0, 0, 0, 1, 0, 0, 0]"
7478,SaslDataTransferTestCase.java,return configuration for starting a secure cluster,0,return configuration for starting a secure cluster | sasldatatransfertestcase java,"[0, 0, 0, 1, 0, 0, 0]"
7479,SaslDataTransferTestCase.java,creates configuration for starting a secure cluster,0,creates configuration for starting a secure cluster | sasldatatransfertestcase java,"[1, 0, 0, 0, 0, 0, 0]"
7481,TestRpcDeniedReply.java,test for link rpcdeniedreply,0,test for link rpcdeniedreply | testrpcdeniedreply java,"[1, 0, 0, 0, 0, 0, 0]"
7482,ExecutablesViewCopyHandler.java,contributors nokia - initial implementation,0,contributors nokia - initial implementation | executablesviewcopyhandler java,"[0, 1, 0, 0, 0, 0, 0]"
7485,VContextMenu.java,param actionowner,0,param actionowner | vcontextmenu java,"[0, 0, 0, 1, 0, 0, 0]"
7487,VContextMenu.java,param left,0,param left | vcontextmenu java,"[0, 0, 0, 1, 0, 0, 0]"
7488,VContextMenu.java,param ao,0,param ao | vcontextmenu java,"[0, 0, 0, 1, 0, 0, 0]"
7489,VContextMenu.java,param cli to be set as an owner of menu,0,param cli to be set as an owner of menu | vcontextmenu java,"[0, 0, 0, 1, 0, 0, 0]"
7491,VContextMenu.java,sets the element from which to build menu,0,sets the element from which to build menu | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7492,VContextMenu.java,shows context menu at given location if it contain at least one item,0,shows context menu at given location if it contain at least one item | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7498,VContextMenu.java,focus the menu,0,focus the menu | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7500,VContextMenu.java,unselect previously selected items,0,unselect previously selected items | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7501,VContextMenu.java,extend standard gwt menubar to set proper settings and to override onpopupclosed method so that popuppanel gets closed,0,extend standard gwt menubar to set proper settings and to override onpopupclosed method so that popuppanel gets closed | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7503,VContextMenu.java,handle icon onload events to ensure shadow is resized correctly,0,handle icon onload events to ensure shadow is resized correctly | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7504,VContextMenu.java,allow to close context menu with esc,0,allow to close context menu with esc | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7505,VContextMenu.java,hides context menu if it is currently shown by given action owner,0,hides context menu if it is currently shown by given action owner | vcontextmenu java,"[1, 0, 0, 0, 0, 0, 0]"
7506,EclipseObjects.java,contributors institute for software - initial api and implementation,0,contributors institute for software - initial api and implementation | eclipseobjects java,"[0, 1, 0, 0, 0, 0, 0]"
7507,EclipseObjects.java,a collection of helper methods to interact with the workbench s idocuments and ifiles,0,a collection of helper methods to interact with the workbench s idocuments and ifiles | eclipseobjects java,"[1, 0, 0, 0, 0, 0, 0]"
7509,EclipseObjects.java,return the editor or null,0,return the editor or null | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7510,EclipseObjects.java,return the active visible texteditor,0,return the active visible texteditor | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7511,EclipseObjects.java,return the file from the active editor,0,return the file from the active editor | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7512,EclipseObjects.java,return the document from the currently active editor,0,return the document from the currently active editor | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7513,EclipseObjects.java,return the document opened in the editor,0,return the document opened in the editor | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7514,EclipseObjects.java,return get the document that corresponds to the file,0,return get the document that corresponds to the file | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7516,EclipseObjects.java,return the file at the specified path string,0,return the file at the specified path string | eclipseobjects java,"[0, 0, 0, 1, 0, 0, 0]"
7522,IBuildMacroSupplier.java,param macroname macro name,0,param macroname macro name | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7523,IBuildMacroSupplier.java,param contexttype context type,0,param contexttype context type | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7524,IBuildMacroSupplier.java,param contextdata context data,0,param contextdata context data | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7525,IBuildMacroSupplier.java,return ibuildmacro,0,return ibuildmacro | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7526,IBuildMacroSupplier.java,param contexttype context type,0,param contexttype context type | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7527,IBuildMacroSupplier.java,param contextdata context data,0,param contextdata context data | ibuildmacrosupplier java,"[0, 0, 0, 1, 0, 0, 0]"
7530,TestDatanodeConfig.java,test that a data-node does not start if configuration specifies incorrect uri scheme in data directory test that a data-node starts if data directory is specified as uri file path or as a non uri path,0,test that a data-node does not start if configuration specifies incorrect uri scheme in data directory test that a data-node starts if data directory is specified as uri file path or as a non uri path | testdatanodeconfig java,"[1, 0, 0, 0, 0, 0, 0]"
7531,TestDatanodeConfig.java,expecting exception here,0,expecting exception here | testdatanodeconfig java,"[1, 0, 0, 0, 0, 0, 0]"
7532,TestDatanodeConfig.java,2 test file ecpolicy and no ecpolicy path-only both should work,0,2 test file ecpolicy and no ecpolicy path-only both should work | testdatanodeconfig java,"[1, 0, 0, 0, 0, 0, 0]"
7533,TestDatanodeConfig.java,can t increase the memlock limit past the maximum,0,can t increase the memlock limit past the maximum | testdatanodeconfig java,"[1, 0, 0, 0, 0, 0, 0]"
7534,TestDatanodeConfig.java,try starting the dn with limit configured to the ulimit,0,try starting the dn with limit configured to the ulimit | testdatanodeconfig java,"[1, 0, 0, 0, 0, 0, 0]"
